排名,代號,名稱,市場,股本(億),市值(億),上市年數,產業別,董事長,總經理,
657,6105,瑞傳,櫃,10.7,47.9,16.2,電腦及週邊設備業,羅旭華（政祺股份有限公司代表人）,官志凱,
658,2316,楠梓電,市,28.1,47.9,26.4,電子零組件業,徐漢忠,陳志康,
659,4141,龍燈-KY,市,15.2,47.8,5.2,生技醫療業,羅昌庚,羅昌庚,
660,3131,弘塑,櫃,2.47,47.8,6.5,其他電子業,張鴻泰,石本立,
661,6107,華美,櫃,7.97,47.5,16.1,電子通路業,楊名衡,楊名衡,
662,3090,日電貿,市,16.7,47.5,9.5,電子零組件業,黃仁虎,李坤蒼,
663,6245,立端,櫃,10.5,47.4,14.1,通信網路業,周逸文,周逸文,
664,4163,鐿鈦,櫃,4.02,47.3,4.6,生技醫療業,蔡永芳,林俊男,
665,3498,陽程,櫃,9.17,47.2,9.8,其他電子業,黃秋逢,李道遠,
666,3561,昇陽光電,市,37.1,47.1,8.6,光電業,劉康信,張錦龍,
667,2476,鉅祥,市,18.2,47.1,15.8,電子零組件業,林於晃,林於晃,
668,2233,宇隆,櫃,4.92,47,5.6,電機機械,劉俊昌,陳國政,
669,4903,聯光通,櫃,9.03,46.8,16.1,通信網路業,王博諒,遺缺待補,
670,4108,懷特,市,16.4,46.2,9,生技醫療業,李成家,鄭建新,
671,2535,達欣工,市,23.1,45.7,21.3,建材營造業,王人正,廖肇邦,
672,1519,華城,市,26.1,45.4,20.2,電機機械,許邦福,許逸德/許逸晟(執行長),
673,4205,中華食,櫃,7.27,45.4,18.4,食品工業,陳民權,陳民生,
674,3088,艾訊,櫃,7.9,45.2,12.2,電腦及週邊設備業,楊裕德,楊裕德,
675,3015,全漢,市,19.2,45.2,14.7,電子零組件業,鄭雅仁,鄭雅仁,
676,2115,六暉-KY,市,7.45,45.2,3.5,橡膠工業,吳金鹿,吳金鹿,
677,8938,明安,櫃,13.3,45.1,14.6,其他業,鄭錫潛,鄭錫潛,
678,2495,普安,市,28,45.1,15.3,其他電子業,羅仕東,羅仕東,
679,4737,華廣,市,6.34,45,6.5,生技醫療業,黃椿木,黃椿木,
680,1592,英瑞-KY,市,10,44.7,2.7,電機機械,翁文鍾,翁文鍾,
681,4190,佐登-KY,市,6.12,44.6,1.7,生技醫療業,陳正雄,陳正雄,
682,6443,元晶,市,42.7,44.6,1.8,光電業,廖國榮,洪振仁,
683,5533,皇鼎,市,28.5,44.2,9.2,建材營造業,劉信雄,劉華興,
684,2430,燦坤,市,16.7,44.2,16.8,電子通路業,閻俊傑,閻俊傑,
685,2616,山隆,市,12.7,44.1,19.7,油電燃氣業,鄭文明,俞蘭輝,
686,5312,寶島科,櫃,6.01,44.1,21.1,其他業,蔡國洲,林俊雄,
687,2748,雲品,市,6.56,44,0.6,觀光事業,盛治仁,丁原偉,
688,2928,紅馬-KY,櫃,4.73,43.8,1.4,觀光事業,周泰鳳,川崎貴聖,
689,3085,新零售,櫃,11.8,43.7,13.3,資訊服務業,皇庭投資有限公司,涂靜婷,
690,4952,凌通,市,10.9,43.7,5.7,半導體業,黃洲杰,王世榮,
691,6173,信昌電,櫃,18.5,43.7,15.2,電子零組件業,焦佑衡,楊進興,
692,6568,宏觀,櫃,2.47,43.6,0.5,半導體業,林坤禧,孫德風,
693,4934,太極,市,35.7,43.5,7.3,光電業,謝清福,謝明凱,
694,5227,立凱-KY,櫃,21.1,43.5,3.6,電子零組件業,張聖時,張聖時,
695,2499,東貝,市,37.4,43.1,15.4,光電業,吳慶輝,呂格維,
696,6016,康和證,櫃,63.3,43.1,20.6,證券業,葉公亮,邱榮澄,
697,6569,醫揚,櫃,1.82,43,0.5,生技醫療業,莊永順,莊永順,
698,3056,總太,市,23,42.9,14.3,建材營造業,吳錫坤,翁毓羚,
699,6209,今國光,市,16.3,42.8,12.7,光電業,陳慶棋,周樑昌,
700,8462,柏文,櫃,4.1,42.7,1.3,觀光事業,陳尚義,陳尚文,
701,1715,萬洲,市,40.9,42.5,24.5,塑膠工業,林佑昇,林佑昇,
702,2426,鼎元,市,29.4,42.3,16.8,光電業,傅佩文,鄧及人,
703,1515,力山,市,18.1,42.3,22.4,電機機械,王坤復,王冠祥,
704,2478,大毅,市,18.8,42.3,15.8,電子零組件業,江財寶,江財寶,
705,4148,全宇生技-KY,市,6.4,42.1,0.1,生技醫療業,彭士豪,彭士豪,
706,6022,大眾證,櫃,37.8,42.1,11.8,證券業,李雅彬,王登立,
707,8908,欣雄,櫃,14.5,42.1,20.4,油電燃氣業,朱坤塗,朱文煌,
708,2852,第一保,市,30.1,41.9,16.6,保險業,李正漢,黃清傳,
709,6183,關貿,市,15,41.8,5.6,資訊服務業,許建隆,張陸生,
710,8996,高力,市,8.94,41.7,3.4,電機機械,韓顯壽,鍾弘錦,
711,2013,中鋼構,市,20,41.6,25.5,鋼鐵工業,陳海平,陳擇良,
712,2540,愛山林,市,14.7,41.4,27.5,建材營造業,祝文宇,張境在,
713,2506,太設,市,38.7,41.4,37.4,建材營造業,章啟明,馬鴻榮,
714,8091,翔名,櫃,6.07,41.4,13,電子零組件業,吳宗豐,吳宗豐,
715,4555,氣立,市,6.69,41.3,1.7,電機機械,游平政,游平政,
716,1568,倉佑,市,10.3,41.2,3.1,電機機械,鄧惠哲,蘇祈澤,
717,1569,濱川,櫃,10.1,41.2,11.9,電腦及週邊設備業,蕭欽銘,蕭欽群,
718,5443,均豪,櫃,16.5,41.2,19.4,光電業,葉勝發,陳政興,
719,2457,飛宏,市,33.8,41.2,15.8,電子零組件業,林中民,林中民,
720,6145,勁永,市,32.6,41.2,13.9,電子通路業,郭台強,邱鈺發,
721,4999,鑫禾,市,7.44,41.1,4.1,電子零組件業,蘇丁鴻,蘇丁鴻,
722,3491,昇達科,櫃,5.16,41,9.5,通信網路業,陳淑敏,吳東義,
723,1752,南光,櫃,10.1,40.9,7.9,生技醫療業,陳立賢,王玉杯,
724,5234,達興材料,市,9.34,40.9,5,光電業,林正一,郭宗鑫,
725,2012,春雨,市,28.8,40.7,25.7,鋼鐵工業,無,李明晃,
726,3028,增你強,市,21.4,40.5,14.9,電子通路業,周友義,范宏達,
727,5521,工信,市,34.8,40.5,4.6,建材營造業,陳煌銘,江啟靖,
728,3388,崇越電,櫃,6.41,40.5,11.4,電子零組件業,潘振成,執行長張勝和,
729,8234,新漢,櫃,14.1,40.4,10.1,電腦及週邊設備業,林茂昌,楊建興,
730,3630,新鉅科,櫃,10.1,40.4,7.2,光電業,鄭勝全,鄭勝全,
731,8271,宇瞻,市,10.1,40.4,6.5,半導體業,陳益世,張家騉,
732,2459,敦吉,市,10.7,40.3,15.8,電子通路業,鍾正宏,鍾正宏,
733,5608,四維航,市,42.4,40.2,13.9,航運業,麒麟船務代理有限公司(代表人:張英隆),周英朗,
734,3266,昇陽,市,35.2,40.2,2.5,建材營造業,麥寬成,簡伯殷,
735,2739,寒舍,市,11.2,40.1,1.1,觀光事業,賴英里,蔡伯翰,
736,6138,茂達,櫃,10.3,40.1,15.5,半導體業,陳善南,王志信,
737,2363,矽統,市,56,40.1,19.9,半導體業,簡誠謙,許時中,
738,1541,錩泰,市,7.88,39.9,14.3,電機機械,張經金,張經金,
739,8021,尖點,市,15.9,39.8,9.5,其他電子業,林序庭,王嘉鴻,
740,3299,帛漢,櫃,6.08,39.8,11.9,通信網路業,潘詠民,范仲成,
741,2480,敦陽科,市,13.3,39.7,15.8,資訊服務業,梁修宗,梁修宗,
742,8489,三貝德,櫃,2.54,39.4,0.2,文化創意業,史勇信,魏宏泰,
743,2338,光罩,市,25.3,39.4,22.2,半導體業,陳碧灣,陳碧灣,
744,3226,至寶電,櫃,6.44,39.1,13.1,電機機械,周青麟,周青麟,
745,1906,寶隆,市,15.1,39.1,41.2,造紙工業,黃萬村,黃萬村,
746,1217,愛之味,市,49.5,39.1,27.7,食品工業,陳哲芳,陳志展,
747,1109,信大,市,37.9,39,25.6,水泥工業,楊智雄,楊智雄,
748,1533,車王電,市,9.85,38.9,16.3,電機機械,蔡裕慶,蔡裕慶,
749,1256,鮮活果汁-KY,市,2.72,38.7,1.3,食品工業,黃國晃,黃國晃,
750,1473,台南,市,14.7,38.6,16.8,紡織纖維,楊青峰,楊富琴,
751,4976,佳凌,市,10.6,38.5,4.6,光電業,劉嘉彬,莊明仁,
752,3504,揚明光,市,11.4,38.4,10.4,光電業,黃經洲,徐誌鴻,
753,3083,網龍,櫃,8.57,38.3,13.6,資訊服務業,王俊博,呂學森,
754,1108,幸福,市,40.5,38.2,27.1,水泥工業,陳兩傳,陳兩傳,
755,1531,高林股,市,19.3,38.2,16.8,電機機械,林郁文,林培嘉,
756,8109,博大,櫃,6,38.2,12.3,電子零組件業,廖本崇,廖本崇,
757,3512,能緹,櫃,5.9,38.1,10,電子零組件業,陳文宏,魏文珍,
758,2722,夏都,市,10.2,38,5.3,觀光事業,陳溪圳,蔡德祥,
759,6535,順藥,櫃,9.51,38,0.8,生技醫療業,蔡長海,黃文英,
760,4130,健亞,櫃,10.1,37.8,5.5,生技醫療業,陳正,朱佳真,
761,2530,華建,市,27.1,37.8,21.7,建材營造業,李進益,陳志誠,
762,8450,霹靂,櫃,4.8,37.7,2.7,文化創意業,黃文章,黃文章,
763,2066,世德,櫃,3.65,37.6,3.8,電機機械,陳光裕,吳森富,
764,1734,杏輝,市,16.8,37.5,14.9,生技醫療業,李志文,白友烺,
765,2235,謚源,櫃,3.19,37.5,2.6,電機機械,吳碣石,吳碣石,
766,5013,強新,櫃,11.1,37.4,17.2,鋼鐵工業,吳玉堂,陳正(方方土),
767,3048,益登,市,22.3,37.2,14.8,電子通路業,曾禹旖,曾禹旖,
768,5317,凱美,櫃,13.5,37.2,20.6,電子零組件業,翁啟勝,翁啟勝,
769,1626,艾美特-KY,市,12.3,37,4.3,電器電纜,鄭立平,鄭立平,
770,3479,安勤,櫃,6.93,36.7,7.1,電腦及週邊設備業,劉琍綺,張嘉哲,
771,2109,華豐,市,33.2,36.6,17.2,橡膠工業,蘇明芬,黃勇義,
772,2069,運錩,市,13.3,36.6,1.3,鋼鐵工業,顏德和,顏德威,
773,3661,世芯-KY,市,6.07,36.4,6.5,半導體業,關建英,沈翔霖,
774,3548,兆利,櫃,6.06,36.3,9.3,電子零組件業,劉光華,張台沅,
775,1609,大亞,市,57.2,36.1,28.6,電器電纜,沈尚弘,沈尚宜,
776,4726,永昕,櫃,11.2,36.1,3.5,生技醫療業,陳德禮,溫國蘭,
777,5489,彩富,櫃,10.4,36,16.3,其他電子業,陳春生,陳春生,
778,5285,界霖,市,7.48,36,3.4,半導體業,蔡上元,蔡上民,
779,6104,創惟,櫃,9.07,36,16.1,半導體業,王國肇,林志榮,
780,2497,怡利電,市,11.9,35.9,15.4,其他電子業,陳錫勳,陳錫勳,
781,2030,彰源,市,28.7,35.8,18.5,鋼鐵工業,張炳耀,張炳耀,
782,3305,昇貿,市,12.1,35.7,9,其他電子業,李三蓮,李三蓮,
783,4911,德英,櫃,5.57,35.6,6.3,生技醫療業,郭國華,郭國華,
784,4927,泰鼎-KY,市,12.3,35.6,1.8,電子零組件業,王樹木,周瑞祥,
785,3311,閎暉,市,18.9,35.6,13.3,通信網路業,宋恭源,黃俊傑,
786,1337,再生-KY,市,26.5,35.6,6,塑膠工業,丁金造,丁志猛,
787,2462,良得電,市,14.2,35.4,15.8,電子零組件業,陳龍水,陳龍水,
788,4942,嘉彰,市,14.2,35.3,6,光電業,宋貴修,宋貴修,
789,5465,富驊,櫃,14.4,35.2,16.7,電腦及週邊設備業,柯吉源,王駿東,
790,6496,科懋,櫃,4.67,35.1,1.5,生技醫療業,陳澤民,陳澤民,
791,3209,全科,市,13.9,35,8.6,電子通路業,王木聰,吳玉屯,
792,5525,順天,市,25.3,34.9,12.6,建材營造業,柯興樹,林丙申,
793,8066,來思達,櫃,2.51,34.9,12.5,貿易百貨業,馮周金鑾,詹瑞德,
794,1598,岱宇,市,9.3,34.9,0.8,生技醫療業,林英俊,王景聰,
795,2496,卓越,市,1.58,34.8,15.3,通信網路業,陳世峰,向亨台,
796,1339,昭輝,市,7.41,34.7,5.2,塑膠工業,林詩芸,林宜宏,
797,3605,宏致,市,12.3,34.7,8.3,電子零組件業,袁万丁,楊宗霖,
798,3163,波若威,櫃,7.44,34.5,4.6,通信網路業,吳國精,黃裕文,
799,3416,融程電,市,6.02,34.5,2.5,電腦及週邊設備業,邑融股份有限公司,呂谷清,
800,3265,台星科,櫃,13.6,34.5,11.9,半導體業,翁志立,翁志立,
801,6438,迅得,櫃,5.28,34.4,0.2,其他電子業,官錦堃,王年清,
802,1457,宜進,市,30.2,34.4,22.7,紡織纖維,詹正田,翁茂誠(原名:林鏡地),
803,2423,固緯,市,14.5,34.4,16.8,其他電子業,林錦章,張朝明,
804,1437,勤益控,市,19.7,34.4,28.7,半導體業,顧肇基,顧肇基,
805,6235,華孚,市,16.4,34.4,12.9,電腦及週邊設備業,蔡豐賜,陳建賢,
806,6263,普萊德,櫃,6.25,34.3,13.8,通信網路業,陳清港,陳清港,
807,3607,谷崧,市,12.2,34.2,7.7,電子零組件業,張文桐,張文桐,
808,3149,正達,市,17,34.2,5.6,光電業,鍾志明,江嘉斌,
809,4535,至興,櫃,7.57,34,14.2,電機機械,吳崇儀,吳宗明,
810,6128,上福,市,8.76,33.9,14.1,電腦及週邊設備業,王瑞宏,王瑞麒,
811,4974,亞泰,櫃,7.22,33.9,5.6,電子零組件業,賴以仁,賴以仁/吳淑品,
812,1810,和成,市,37,33.8,25.7,玻璃陶瓷,邱立堅,陳振乾,
813,2936,客思達-KY,市,7.66,33.6,0.8,貿易百貨業,高黎莎,葉伯璘,
814,2726,雅茗-KY,櫃,3.08,33.6,2.5,觀光事業,吳伯超,盧小慧,
815,6552,易華電,市,10,33.6,0.5,半導體業,黃嘉能,李宛霞,
816,2009,第一銅,市,36,33.5,27.7,鋼鐵工業,吳賢明,洪茂陽(暫代),
817,2405,浩鑫,市,34.5,33.4,17.3,電腦及週邊設備業,余麗娜,余麗娜,
818,1233,天仁,市,9.06,33.4,18.5,食品工業,李國麟,林仁宗,
819,3455,由田,櫃,6.12,33.3,9.5,光電業,鄒嘉駿,張文杰,
820,4549,桓達,櫃,3.85,33.2,2.6,電機機械,吳清德,吳定國,
821,1309,台達化,市,32.8,33.1,31,塑膠工業,吳亦圭,應保羅,
822,3205,佰研,櫃,3.28,32.9,11.8,生技醫療業,陳樂維,羅曉婷,
823,4502,健信,櫃,4.24,32.9,21.6,電機機械,吳政哲,吳政哲,
824,1733,五鼎,市,9.97,32.8,15.8,生技醫療業,沈燕士,沈燕士,
825,4144,康聯-KY,市,7.81,32.7,5.8,生技醫療業,威廉凱樂,魏建民,
826,6442,光聖,市,6.6,32.7,2,通信網路業,"CHEN, STEVE",李士正,
827,2020,美亞,市,23.7,32.6,24.2,鋼鐵工業,黃春發,蕭敏志,
828,1597,直得,櫃,6.2,32.6,4.5,電機機械,陳麗芬,許明哲,
829,5604,中連貨,櫃,10.9,32.4,20.1,航運業,蘇南州,江瑞萌,
830,1446,宏和,市,13.8,32.3,25.7,紡織纖維,黃大功,何天明,
831,3013,晟銘電,市,17,32.3,14.8,電腦及週邊設備業,林木和,林木和,
832,1788,杏昌,櫃,3.5,32.2,8,生技醫療業,李忠良,陳國師,
833,1806,冠軍,市,43.7,32.1,24.8,玻璃陶瓷,林榮德,林榮德,
834,1721,三晃,市,22.2,32.1,21.1,化學工業,黃亭棣,黃亭棣,
835,2816,旺旺保,市,21.3,32.1,25.2,保險業,洪吉雄,孔令範,
836,6020,大展證,櫃,25.2,32,14.5,證券業,李玉萍,張國忠,
837,9931,欣高,市,10.2,32,17.3,油電燃氣業,陳田錨,陳建東,
838,9946,三發地產,市,26.2,31.9,3.8,建材營造業,鍾俊榮,鍾俊榮,
839,4721,美琪瑪,櫃,7.5,31.8,16.3,化學工業,嚴隆財,嚴隆財,
840,5515,建國,市,33.8,31.7,13.8,建材營造業,陳啟德,吳昌修,
841,1259,安心,櫃,3.24,31.6,5.6,觀光事業,林建元,高順興,
842,5609,中菲行,櫃,12.9,31.6,15.7,航運業,錢堯懷,林天送,
843,4417,金洲,櫃,8.23,31.5,16.7,紡織纖維,陳加仁,陳加仁,
844,8064,東捷,櫃,16.5,31.4,10.8,光電業,嚴瑞雄,陳贊仁,
845,2484,希華,市,15.9,31.4,15.8,電子零組件業,曾穎堂,曾榮孟,
846,4971,IET-KY,櫃,3.61,31.4,4,半導體業,康潤生,高永中,
847,2488,漢平,市,8,31.4,15.8,其他電子業,劉深鏗,劉深鏗,
848,2007,燁興,市,63.1,31.3,28.8,鋼鐵工業,吳林茂,陳森龍,
849,2493,揚博,市,11.4,31.3,15.5,電子零組件業,蘇勝義,蘇勝義,
850,2359,所羅門,市,17.1,31.2,20.5,其他電子業,陳政隆,陳政隆,
851,5014,建錩,櫃,16.5,31.2,16.4,鋼鐵工業,李慶柏,李慶柏,
852,3018,同開,市,6.34,31.1,14.9,其他電子業,洪榆舜,呂金晃,
853,4722,國精化,市,9.52,31,4.9,化學工業,蔡有涼,王海城,
854,8432,東生華,櫃,3.84,31,5.2,生技醫療業,張志猛,陳俊良,
855,3556,禾瑞亞,櫃,5.72,30.9,9.2,半導體業,蘇明陽,蘇明陽,
856,1611,中電,市,39.8,30.9,27.5,電器電纜,周麗真,翁芳裕,
857,4545,銘鈺,市,7.7,30.9,1.5,電子零組件業,方光義,方光義,
858,2022,聚亨,市,54.7,30.9,22.3,鋼鐵工業,黃文松,侯英腆,
859,3031,佰鴻,市,18.7,30.8,14.9,光電業,廖宗仁,廖宗仁,
860,1323,永裕,市,9.13,30.7,16.8,塑膠工業,王威程,王威程,
861,3356,奇偶,市,7.73,30.7,12.3,光電業,戴光正,戴光正,
862,1316,上曜,市,11.7,30.6,24.7,化學工業,張祐銘,張祐銘,
863,1432,大魯閣,市,17.1,30.5,34.9,貿易百貨業,林曼麗,謝國棟,
864,2414,精技,市,16.2,30.4,16.8,電子通路業,葉國筌,"葉國筌,李英新",
865,1459,聯發,市,35.9,30.3,22.7,紡織纖維,葉清澤,王豐岳,
866,3546,宇峻,櫃,3.43,30.3,9.2,資訊服務業,劉信,劉信,
867,1452,宏益,市,13.3,30.2,24.5,紡織纖維,施振榮,羅昭甲,
868,6179,亞通,櫃,6.22,30.1,15.1,其他業,呂元瑞,呂元瑞,
869,6201,亞弘電,市,8.92,30.1,12.8,其他電子業,黃晉益,許文鼎,
870,1506,正道,市,12.2,30.1,36.9,電機機械,郭建廷,邱維國,
871,6298,崴強,櫃,16.9,30.1,11.3,電腦及週邊設備業,郭台強,蔡元豪,
872,2467,志聖,市,15.9,30,15.8,電子零組件業,梁茂生,梁茂生,
873,3213,茂訊,櫃,5.87,29.9,12.8,電腦及週邊設備業,沈頤同,沈頤同,
874,2390,云辰,市,21.5,29.9,18.1,其他電子業,張姿玲,張姿玲,
875,1612,宏泰,市,31.6,29.8,24.2,電器電纜,陳世怡,潘鈞雄,
876,5258,虹堡,市,7.41,29.8,0.5,電腦及週邊設備業,辛華熙,林鴻鈞,
877,6021,大慶證,櫃,30.7,29.8,14.2,證券業,莊隆慶,莊達修,
878,6112,聚碩,市,9.63,29.7,13.9,資訊服務業,吳祚綏,吳祚綏,
879,4755,三福化,市,9.07,29.7,3.6,化學工業,巫信弘,蔡介榮,
880,3092,鴻碩,櫃,6.35,29.6,7.2,電子零組件業,張利榮,魯憶萱,
881,1530,亞崴,市,9.66,29.6,16.8,電機機械,楊德華,康劍文,
882,3522,宏森,櫃,6.5,29.2,9.7,光電業,陳介甫,葉東明,
883,6422,君耀-KY,市,4.17,29.2,2.5,電子零組件業,曾國修,曾國修,
884,2732,六角,櫃,3.34,29.1,2.5,觀光事業,王耀輝,王耀輝,
885,6509,聚和,櫃,16.3,29.1,13.2,化學工業,郭聰田,郭聰田,
886,1436,華友聯,市,7.59,29,29.2,建材營造業,陸炤廷,陸炤廷,
887,2348,海悅,市,8.56,28.8,21.5,其他業,黃希文,王俊傑,
888,3559,全智科,市,12.1,28.7,8.7,半導體業,盧志遠,陳良波,
889,4198,環瑞醫,櫃,14.2,28.6,2.5,生技醫療業,郭守仁,韋志聖,
890,1817,凱撒衛,市,7.26,28.6,3.7,玻璃陶瓷,蕭俊祥,陳威志,
891,2017,官田鋼,市,32.7,28.5,24.7,鋼鐵工業,汪振澤,謝政成,
892,4161,聿新科,櫃,5.23,28.5,4,生技醫療業,楊金昌,楊金昌,
893,2509,全坤建,市,15.2,28.5,29.1,建材營造業,李勇毅,廖學新,
894,3234,光環,櫃,7.26,28.3,6.3,通信網路業,劉勝先,劉漢興,
895,6165,捷泰,市,4.97,28.2,13.9,電子零組件業,王博諒,江冠憲,
896,8249,菱光,市,12.7,28.2,12.1,電子零組件業,黃育仁,楊其昶,
897,6212,理銘,櫃,10.2,28.1,14.5,建材營造業,曾森縣,曾森縣,
898,8077,洛碁,櫃,11,28,12.6,觀光事業,謝憲治,謝長成,
899,2705,六福,市,33.9,27.9,28.5,觀光事業,莊村徹,莊秀石,
900,5439,高技,櫃,8.6,27.6,17,電子零組件業,張景山,張景山,
901,8442,威宏-KY,市,5,27.5,0.7,其他業,洪永裕,許新居,
902,8463,潤泰材,市,15,27.4,2,建材營造業,李志宏,丘惠生,
903,3257,虹冠電,市,6.51,27.4,6.3,半導體業,彭明秀,鄧海屏,
904,6136,富爾特,市,11.6,27.4,13.9,通信網路業,吳長青,吳長青,
905,2537,聯上發,市,28.9,27.3,20.8,建材營造業,蘇永義,李志明,
906,1777,生泰,櫃,3.01,27.2,11.7,生技醫療業,蕭振明,王義烽,
907,8011,台通,市,11.8,27.1,5.8,通信網路業,李慶煌,李慶煌,
908,8107,大億科,櫃,9.93,27.1,11.6,電機機械,吳俊億,楊智元,
909,6114,久威,櫃,3.98,27,15.8,電子零組件業,湯慧芳,楊廷舜,
910,3313,斐成,櫃,8.38,27,11.1,電子零組件業,楊清宗,鍾明道,
911,8481,政伸,市,6.66,27,0.4,其他業,洪招儀,李煜培,
912,3004,豐達科,市,5.26,26.9,15.4,鋼鐵工業,蔡豐賜,邱智科,
913,6205,詮欣,市,7.18,26.8,9.5,電子零組件業,吳榮春,吳連溪,
914,8403,盛弘,櫃,7.56,26.8,6.4,生技醫療業,楊弘仁,劉慶文,
915,2399,映泰,市,17.8,26.6,17.6,電腦及週邊設備業,王明義,王明正,
916,3272,東碩,櫃,5.23,26.6,2.9,電腦及週邊設備業,曹賜正,曹賜正,
917,3167,大量,市,8,26.5,3.7,電機機械,王作京,陳尚書,
918,2640,大車隊,櫃,4.64,26.5,4.7,其他業,林村田,李瓊淑,
919,8488,吉源-KY,市,6.75,26.5,0.6,其他業,林漢清,陳金龍,
920,6251,定穎,市,28.1,26.4,8.3,電子零組件業,黃銘宏,邱永年,
921,4807,日成-KY,市,3.82,26.4,0,貿易百貨業,帕查拉蓬 拍奔順通(Phacharapon ),帕查拉蓬 拍奔順通(Phacharapon ),
922,1599,宏佳騰,櫃,5.17,26.4,4.5,電機機械,鍾杰霖,鍾杰霖,
923,2712,遠雄來,市,10.5,26.4,3.6,觀光事業,洪賢德,劉惠美代理,
924,4557,永新-KY,市,3.44,26.4,1.7,電機機械,紀經得,許耀仁,
925,5511,德昌,櫃,13.3,26.3,18.6,建材營造業,黃政勇(格正投資股份),陳豐中,
926,6185,幃翔,櫃,11.9,26.3,14.9,電子零組件業,陳文鏗,郭昭正,
927,2636,台驊投控,市,11.9,26.3,0.5,航運業,顏益財,萬心寧,
928,3689,湧德,櫃,6.97,26.2,4.7,電子零組件業,陳伯榕,陳旻徹,
929,3363,上詮,櫃,7.75,26.2,6.4,通信網路業,張立秋,龔純瑩,
930,3484,崧騰,櫃,6.54,26.1,9.7,電子零組件業,張俊雲,曾文政,
931,2236,百達-KY,市,3.79,26,2.1,電機機械,吳美德,黃亮茳,
932,4560,強信-KY,市,6.52,26,0.1,電機機械,綦秉信,綦秉信,
933,6449,鈺邦,市,7.32,26,2.6,電子零組件業,鄭敦仁,林溪東,
934,1725,元禎,市,18.2,26,16.8,化學工業,徐振隆,王明正(暫代),
935,6216,居易,市,7.99,25.9,12.8,通信網路業,簡俊賢,馬鴻方,
936,3040,遠見,市,6.3,25.9,14.9,其他業,周至元,舒偉仁,
937,6435,大中,櫃,3.31,25.9,1.5,半導體業,陳日昇,薛添福,
938,8103,瀚荃,市,8.14,25.8,7.8,電子零組件業,楊超群,竺大智,
939,6015,宏遠證,櫃,38,25.8,20.9,證券業,柳漢宗,林禎民,
940,8931,大汽電,櫃,11.6,25.7,16.2,油電燃氣業,李肖宗,張世陽,
941,6469,大樹,櫃,2.65,25.7,1.3,生技醫療業,劉玉騰,鄭明龍,
942,5301,寶得利,櫃,11.8,25.7,27,觀光事業,張雅琍,張雅琍,
943,6175,立敦,櫃,13.8,25.6,15.1,電子零組件業,吳德銓,柯村忺,
944,6542,隆中,櫃,3,25.6,0.8,文化創意業,曾仲銘,熊家麒,
945,4106,雃博,市,8.34,25.5,12.7,生技醫療業,雅勝 代表人:李永川,李永川,
946,3372,典範,櫃,40.8,25.4,11.6,半導體業,束崇萬,曾忠鶴,
947,3701,大眾控,市,38.1,25.3,12.9,電腦及週邊設備業,簡明仁,簡民智,
948,4745,合富-KY,櫃,5.77,25.2,4.4,生技醫療業,王瓊芝,李惇,
949,3054,立萬利,市,12.1,25.1,14.6,半導體業,陳立青,陳立青,
950,2375,智寶,市,9.15,25.1,18.9,電子零組件業,張維祖,彭文生,
951,5480,統盟,櫃,19.9,25.1,16.2,電子零組件業,徐正民,林大明,
952,6158,禾昌,櫃,11.3,24.8,15.4,電子零組件業,陳可宣,陳則安,
953,8416,實威,櫃,2.56,24.8,4.8,資訊服務業,李建興,許泰源,
954,3675,德微,櫃,4.44,24.8,5,半導體業,張恩傑,張恩傑,
955,6577,勁豐,櫃,3.95,24.7,0.3,電腦及週邊設備業,杜懷琪,柯永順,
956,2365,昆盈,市,27.7,24.7,19.7,電腦及週邊設備業,卓世坤,卓世坤,
957,3236,千如,櫃,6.91,24.6,12.6,電子零組件業,徐明恩,徐明恩,
958,3527,聚積,櫃,3.32,24.5,9.7,半導體業,楊立昌,陳企凱,
959,6125,廣運,櫃,25.4,24.5,15.5,光電業,謝清褔,謝清褔,
960,1713,國化,市,15.1,24.5,27.4,化學工業,曹木生,曹木生,
961,5284,jpp-KY,市,3.86,24.4,0.3,其他業,王文山,鍾國松,
962,8155,博智,櫃,4.98,24.4,4.6,電子零組件業,張永青,洪輝龍,
963,6141,柏承,市,13.3,24.4,13.7,電子零組件業,李齊良,李齊明,
964,3419,譁裕,市,12,24.4,9.5,通信網路業,林祺生,陳世忠,
965,1786,科妍,市,5.35,24.4,3.6,生技醫療業,韓開程,韓開程,
966,4527,方土霖,櫃,7.62,24.3,16.8,電機機械,曾仲國,曾仲國,
967,6294,智基,櫃,2.03,24.3,13.5,其他業,邱仕榮,邱仕榮,
968,8183,精星,櫃,11.3,24.3,12.3,其他電子業,焦佑衡,張振紘,
969,6195,詩肯,櫃,4.3,24.2,14.7,貿易百貨業,林福勤,林福勤,
970,6203,海韻電,櫃,8,24.1,14.5,電子零組件業,張正宗,張修誠,
971,6101,弘捷,櫃,6.98,24.1,16.3,電子零組件業,邱漢中,邱漢中,
972,2906,高林,市,21.2,24.1,27.5,貿易百貨業,李錫祿,李錫祿,
973,3144,新揚科,櫃,10.1,24,12.5,電子零組件業,黃嘉能,吳介宏,
974,5272,笙科,櫃,5.8,23.9,4.1,半導體業,曾三田,曾三田,
975,1512,瑞利,市,18.2,23.8,23.4,電機機械,呂瑞晃,呂瑞輝,
976,6207,雷科,櫃,8.4,23.8,14.5,電子零組件業,鄭再興,黃萌義,
