排名,代號,名稱,市場,股本(億),市值(億),上市年數,產業別,董事長,總經理,
1291,5902,德記,櫃,9.45,12.9,19.4,貿易百貨業,黃瑞典,陸永偉,
1292,9950,萬國通,櫃,9.68,12.9,13.4,塑膠工業,謝明振,謝明振,
1293,6417,韋僑,櫃,3.56,12.9,1.7,通信網路業,曾穎堂,江鴻佑,
1294,6164,華興,市,10,12.8,8.7,光電業,劉守雄,范和明,
1295,6477,安集,市,8.25,12.8,1,光電業,黃國棟,黃國棟,
1296,3321,同泰,市,8.9,12.8,1.6,電子零組件業,曾子章,李遠智,
1297,3202,樺晟,櫃,9.67,12.8,11.9,電子零組件業,林昆成,陳彥樺,
1298,1735,日勝化,市,9.94,12.7,14.9,化學工業,何文杰,何文杰,
1299,4720,德淵,市,8.86,12.7,2,化學工業,林啟琛,蕭向志,
1300,8088,品安,櫃,5.79,12.6,13.4,半導體業,謝吳沛,謝吳沛,
1301,1593,祺驊,櫃,3.03,12.5,5.1,生技醫療業,徐鉦鑑,李穎哲,
1302,8099,大世科,櫃,6.72,12.4,13.3,資訊服務業,沈柏延,劉盈秀,
1303,2064,晉椿,櫃,7,12.4,2.5,鋼鐵工業,陳陽輝,高進義,
1304,1615,大山,市,11.2,12.4,17.3,電器電纜,蘇文彬,蘇文彬,
1305,6199,天品,櫃,6.18,12.4,0.7,其他業,李振寬,李振寬,
1306,4702,中美實,櫃,22.5,12.4,22.2,化學工業,高大守,高大守,
1307,4946,辣椒,櫃,2.73,12.3,6.1,資訊服務業,鄧潤澤,李亦華,
1308,2611,志信,市,17.8,12.2,23.7,航運業,黃春發,王勝雄,
1309,2453,凌群,市,10,12.2,16.1,資訊服務業,劉瑞復,劉瑞隆,
1310,3663,鑫科,櫃,7.35,12.2,4.6,其他電子業,張惠兒,董寰乾,
1311,3025,星通,市,7.09,12.1,14.9,通信網路業,葉茂林,葉茂林,
1312,5410,國眾,櫃,8.59,12.1,17.6,資訊服務業,王超群,王超群,
1313,2065,世豐,櫃,3.27,12.1,0.2,鋼鐵工業,陳得麟,陳駿彥,
1314,1423,利華,市,17.3,12.1,38.3,紡織纖維,應柔爾,應柔爾,
1315,5324,士開,櫃,10.6,12,20.4,建材營造業,李昌霖,李昌霖,
1316,6163,華電網,櫃,10.3,12,15.3,通信網路業,陳國章,陳國章,
1317,8059,凱碩,櫃,9.11,12,7.3,通信網路業,沈軾榮,潘宏盛,
1318,5384,捷元,櫃,7.96,11.9,18.2,電腦及週邊設備業,黃偉祥,葉啟棟,
1319,2063,世鎧,櫃,4.5,11.9,6.8,鋼鐵工業,杜泰源,林上安,
1320,1566,捷邦,櫃,6.65,11.9,6.5,電機機械,胡湘麒,胡湘麒,
1321,5355,佳總,櫃,16.6,11.9,19,電子零組件業,曾繼立,曾繼立,
1322,3306,鼎天,櫃,5.06,11.9,12,通信網路業,蘇俊豪,陳俊彥,
1323,3027,盛達,市,9.76,11.9,14.9,通信網路業,陳忠廷,陳忠廷,
1324,4762,三汰-KY,櫃,2.07,11.9,1.5,化學工業,劉芳榮,劉芳榮,
1325,4711,永純,櫃,6.11,11.8,18.4,化學工業,蔡慶芳,蔡慶芳,
1326,1445,大宇,市,13.9,11.8,26.4,紡織纖維,張煜生,姚炳楠,
1327,2221,大甲,櫃,4.24,11.8,9.9,其他業,黃士峰,鍾志清,
1328,9960,邁達康,櫃,3.36,11.7,12.6,貿易百貨業,吳沖,黃瓊瑤,
1329,3666,光耀,櫃,4.83,11.6,2.6,光電業,郭維斌,袁廣麟,
1330,3466,致振,櫃,6.09,11.6,11.1,通信網路業,吳振乾,吳振乾,
1331,3593,力銘,市,11.3,11.6,8.3,電子零組件業,尤惠法,尤惠法,
1332,3064,泰偉,櫃,7.21,11.5,13.1,其他電子業,楊南平,楊南平,
1333,1454,台富,市,14,11.5,24.2,紡織纖維,張煜生,莊燿銘,
1334,3581,博磊,櫃,5.18,11.5,2.5,半導體業,李篤誠,李篤誠,
1335,4523,永彰,櫃,6.4,11.5,17.6,電機機械,鄭萬來,陳冠憲,
1336,3276,宇環,櫃,6.97,11.4,12.5,電子零組件業,陳世(金欣),李明熹,
1337,2342,茂矽,市,37.2,11.4,21.8,半導體業,唐亦仙,唐亦仙,
1338,1472,三洋紡,市,7.64,11.4,16.8,紡織纖維,黃俊銘,黃俊銘,
1339,4714,永捷,櫃,8.17,11.4,17.3,化學工業,張祐銘,劉智光,
1340,4543,萬在,櫃,5.67,11.3,1.3,電機機械,萬正乾,萬正乾,
1341,3317,尼克森,櫃,6.13,11.3,9.9,半導體業,楊惠強,楊惠強,
1342,8033,雷虎,市,12.9,11.2,10,其他業,陳冠如,蘇聖傑,
1343,4965,商店街,櫃,2.16,11.2,6.3,資訊服務業,詹宏志,蘇芸,
1344,4420,光明,櫃,4.05,11.2,15.2,紡織纖維,詹正田,李業振,
1345,3284,太普高,櫃,5.6,11.2,12.3,其他業,王祈蓀,沈家達,
1346,5302,太欣,櫃,16.2,11.1,26.5,半導體業,王國肇,王國肇,
1347,5878,台名,櫃,2.37,11.1,2.7,金融保險業,李正之,陳養國,
1348,6405,悅城,市,6.58,11.1,3.6,光電業,陳春夏,黃睿豪,
1349,6266,泰詠,櫃,9.22,11,13.2,電子零組件業,崔世和,崔世和,
1350,6215,和椿,市,8.28,11,9.5,其他電子業,和椿行銷顧問股份有限公司代表人張永昌,張永昌,
1351,8928,鉅明,櫃,5.09,11,16.4,其他業,林進能,蔡昌均,
1352,8418,捷必勝-KY,櫃,6.8,11,5.6,其他業,林永車,林永車,
1353,3093,港建,櫃,3.63,11,12.1,其他電子業,何樹燦,廖豐瑩,
1354,6133,金橋,市,11.7,10.9,13.9,電子零組件業,林麥升,林麥升,
1355,6242,立康,櫃,2.22,10.9,14.2,生技醫療業,鄭育修,黃大晉,
1356,1336,台翰,櫃,6.28,10.9,9.7,電子零組件業,楊劍平,楊劍平,
1357,3523,迎輝,櫃,9.61,10.8,9.6,光電業,唐以鄰,呂英宗,
1358,3535,晶彩科,市,7.91,10.8,9.4,光電業,陳永華,陳永華,
1359,1813,寶利徠,櫃,4.66,10.7,7.9,生技醫療業,宋一新,李瑞賢,
1360,1616,億泰,市,19.4,10.7,16.8,電器電纜,王銀河,張愛芬,
1361,6560,欣普羅,櫃,1.72,10.7,0.4,光電業,陳義文,陳義文,
1362,8354,冠好,櫃,6.37,10.7,13.2,塑膠工業,楊文章,李永坤,
1363,3537,堡達,櫃,4.87,10.7,7.4,電子零組件業,黃德聰,李茂洋,
1364,8410,森田,櫃,3.66,10.6,6.4,電腦及週邊設備業,黃樟山,黃展隆,
1365,4747,強生,櫃,3,10.6,3.5,生技醫療業,黃柏熊,黃柏熊,
1366,6472,保瑞,櫃,2.65,10.6,0.2,生技醫療業,盛保熙,盛保熙,
1367,2443,新利虹,市,14.6,10.6,16.5,電子零組件業,黃明和,冷錫光,
1368,4556,旭然,櫃,3.52,10.6,1.5,其他業,吳玲美,何兆全,
1369,1413,宏洲,市,13.2,10.5,41.5,紡織纖維,詹正田,林金鈴,
1370,6287,元隆,櫃,31.8,10.5,13.8,半導體業,陳清忠,陳弘元,
1371,1471,首利,市,20.1,10.5,17.3,電子零組件業,鄭傑,鄭傑,
1372,6243,迅杰,市,7.5,10.4,7.6,半導體業,翁佳祥,鍾文凱,
1373,4953,緯軟,櫃,4.39,10.4,3.5,資訊服務業,林憲銘,蕭清志,
1374,5209,新鼎,櫃,2.35,10.4,15.4,資訊服務業,陳振欽,陳振欽,
1375,8111,立碁,櫃,11.7,10.4,13.4,光電業,童義興,童義興,
1376,1584,精剛,櫃,8.25,10.3,9.6,其他業,陳興時,張世豐,
1377,5475,德宏,櫃,14.8,10.3,16.5,電子零組件業,劉暉麟,邵宜平,
1378,2643,捷迅,櫃,2.62,10.3,1.3,航運業,顧城明,孫鋼銀,
1379,6134,萬旭,櫃,9.43,10.2,15.5,電子零組件業,張銘烈,張程欽,
1380,3118,進階,櫃,3.25,10.2,9.1,生技醫療業,邱春龍,邱春龍,
1381,5603,陸海,櫃,7.83,10.2,20.4,航運業,何英津,何英津,
1382,8443,阿瘦,市,6.68,10.2,2.8,貿易百貨業,羅榮岳,郭欣怡,
1383,2358,廷鑫,市,4.96,10.2,20.6,其他業,吳福禱,吳福禱,
1384,6150,撼訊,櫃,3.03,10.2,15.3,電腦及週邊設備業,張茂松,陳劍威,
1385,1456,怡華,市,9.37,10.2,23.6,紡織纖維,黃士豪,黃士豪,
1386,9902,台火,市,9.8,10.1,53,其他業,李泰祺,吳復興,
1387,5704,老爺知,櫃,3.89,10.1,17.5,觀光事業,林清波,劉祖寧,
1388,5276,達輝-KY,櫃,3.95,10.1,3.1,其他業,徐鴻鈞,徐鉦鑑,
1389,3206,志豐,櫃,4.49,10,10.4,電子零組件業,張演堂,張演堂,
1390,2025,千興,市,32.3,10,21.4,鋼鐵工業,葉碩堂,葉碩堂,
1391,3567,逸昌,櫃,3.56,9.96,6.6,半導體業,郭嘯華,吳建忠,
1392,8421,旭源,櫃,5.35,9.95,4.6,其他業,黃南源,黃南源,
1393,1324,地球,市,7.51,9.92,16.8,塑膠工業,張德照,黃林慶,
1394,5464,霖宏,櫃,7.11,9.88,16.7,電子零組件業,張枋霖,張枋霖,
1395,6233,旺玖,櫃,8.46,9.81,14.4,半導體業,張景棠,張景棠,
1396,6275,元山,櫃,5.65,9.8,12.5,其他電子業,陳建榮,陳建榮,
1397,8201,無敵,市,6.24,9.79,9.7,其他電子業,楊人捷,李圍正,
1398,8420,明揚,櫃,5.1,9.79,2.7,其他業,鄭錫潛,蔡忠城,
1399,3553,力積,櫃,6.8,9.75,8.7,半導體業,蔡國智,陳冠州,
1400,3652,精聯,櫃,4.71,9.67,7.9,電腦及週邊設備業,葉國筌,陳榮輝,
1401,6221,晉泰,櫃,3.97,9.66,14.5,資訊服務業,林澤鈿,林澤鈿,
1402,8940,新天地,市,6.75,9.65,8.1,觀光事業,王玉雲,歐敏雄,
1403,3171,新洲,櫃,5.92,9.65,12.8,貿易百貨業,江文容,江文容,
1404,3672,康聯訊,櫃,3.12,9.65,2.2,通信網路業,陳友信,陳友信,
1405,9962,有益,櫃,9.02,9.61,11,鋼鐵工業,劉憲同,劉憲榮,
1406,8085,福華,櫃,15.7,9.59,13.3,其他電子業,林蔚山,許孟祺,
1407,1526,日馳,市,5,9.52,17.3,電機機械,徐義雄,徐義雄,
1408,8071,能率豐,櫃,5.19,9.49,13.5,電子零組件業,胡湘麒,胡湘麒,
1409,3432,台端,市,6.66,9.49,6.5,電子零組件業,林樂堯,林樂賢,
1410,6514,芮特-KY,櫃,2.14,9.46,1.6,通信網路業,陳淑敏,吳東義,
1411,2736,高野,櫃,4.9,9.46,1.5,觀光事業,劉清郎,楊書昌,
1412,8477,創業家,櫃,1.96,9.45,0.7,資訊服務業,郭書齊,郭家齊,
1413,4173,久裕,櫃,4.46,9.43,3.7,生技醫療業,傅輝東,李曙晞(代理),
1414,3570,大塚,櫃,1.71,9.42,8.7,資訊服務業,鶴見裕信,郭一龍,
1415,2302,麗正,市,16.6,9.41,32.5,半導體業,林文騰,林文騰,
1416,8930,青鋼,櫃,6.74,9.41,16.6,鋼鐵工業,陳清安,陳元籐,
1417,5460,同協,櫃,7.2,9.4,16.8,電子零組件業,劉定泮,劉定泮,
1418,5529,志嘉,櫃,10.4,9.38,21.5,建材營造業,葉哲宏,張耀仁,
1419,1213,大飲,市,5.66,9.34,36.2,食品工業,江國貴,孫幼英,
1420,6236,康呈,櫃,3.17,9.27,14.3,其他業,吳俊毅,吳俊毅,
1421,6109,亞元,櫃,7.27,9.27,15.9,通信網路業,嚴維群,嚴維群,
1422,5102,富強,櫃,6.41,9.23,16.7,橡膠工業,蔡文順,蔡文順,
1423,4950,牧東,櫃,4.79,9.22,5.2,其他業,余人勇,張國威,
1424,6532,瑞耘,櫃,3.16,9.22,0.8,半導體業,呂學恒,呂學恒,
1425,5321,友銓,櫃,2.88,9.22,20.5,電子零組件業,呂永美,宋家庭,
1426,6240,松崗,櫃,2.31,9.2,14.1,資訊服務業,曹來春,呂志成,
1427,1805,寶徠,市,8.03,9.19,27.7,建材營造業,李左軍,蔡宏建,
1428,3646,艾恩特,櫃,3.86,9.17,5.3,電子零組件業,陳明仁,陳明仁,
1429,8277,商丞,櫃,9.16,9.16,12.5,半導體業,程慶中,程慶中,
1430,3684,榮昌,櫃,2.46,9.12,3.3,通信網路業,陳家榮,洪健文,
1431,4542,科嶠,櫃,2.83,9.09,2.9,電子零組件業,鄧全凱,吳明致,
1432,3312,弘憶股,市,12.9,9.09,6.5,電子通路業,葉佳紋,劉彥輝,
1433,5381,合正,櫃,18.7,9.05,18.3,電子零組件業,馬淑貞,葉日宏,
1434,1591,駿吉-KY,櫃,3.01,9.04,5.3,電機機械,江文洲,江文洲,
1435,4712,南璋,櫃,6.05,8.99,18.3,食品工業,李宏文,李宏文,
1436,6171,亞銳士,櫃,7.54,8.97,15.2,建材營造業,賴源釗,賴源釗,
1437,6594,展匯科,櫃,1.93,8.84,0.2,半導體業,張琦棟,楊政威,
1438,9928,中視,市,15.1,8.83,17.9,其他業,吳根成,胡雪珠,
1439,2424,隴華,市,3,8.81,16.8,電腦及週邊設備業,王光祥,王雅萱,
1440,5353,台林,櫃,8.18,8.76,19.1,通信網路業,陳哲宏,陳俊廷,
1441,6170,統振,櫃,8.97,8.73,15.2,通信網路業,陳敦仁,何明哲,
1442,3285,微端,櫃,4.41,8.73,5,其他電子業,吳華盛,魯景岱,
1443,8937,合騏,櫃,7.25,8.66,14.7,其他業,陳慶漳,陳昱妤,
1444,5212,凌網,櫃,3.46,8.66,14.3,資訊服務業,賴洋助,賴洋助,
1445,8147,正淩,櫃,2.49,8.65,4.2,電子零組件業,徐季麟,陳言成,
1446,3011,今皓,市,11.3,8.63,15,電子零組件業,林文煌,吳家鑫,
1447,3383,新世紀,市,31.5,8.61,9.6,光電業,鍾寬仁,陳政權,
1448,8176,智捷,櫃,7.25,8.52,4,通信網路業,凡恩科技有限公司,謝金生,
1449,6270,倍微,櫃,7.21,8.51,13.8,電子通路業,傅江松,傅江松,
1450,6264,富裔,櫃,11.6,8.49,13.4,建材營造業,祝文定,劉建文,
1451,3162,精確,櫃,5.65,8.45,11.8,電機機械,徐永誠,無,
1452,2916,滿心,櫃,5.46,8.41,12.3,貿易百貨業,李俊良,詹新長,
1453,2024,志聯,市,9.75,8.35,21.5,鋼鐵工業,劉春興,劉春興,
1454,8472,夠麻吉,櫃,2.03,8.3,1.5,資訊服務業,吳怡霖,吳怡霖,
1455,6457,紘康,櫃,2.88,8.29,2.1,半導體業,趙伯寅,趙伯寅,
1456,5281,大峽谷-KY,櫃,3.7,8.2,1.3,光電業,張家瑞,張家瑞,
1457,3489,森寶,櫃,8.31,8.16,9.8,建材營造業,簡元城,簡正德,
1458,3499,環天科,櫃,5.5,8.08,10.7,通信網路業,陳賢哲,鄭賢隆,
1459,4121,優盛,櫃,7.33,8.06,14,生技醫療業,劉志平,劉志平,
1460,6265,方土昶,櫃,11.8,8.05,13.7,電子通路業,張政文,張政文,
1461,8289,泰藝,櫃,7.69,8.04,9.2,電子零組件業,宋勝泰,宋勝泰,
1462,1742,台蠟,櫃,7.22,8.02,13.1,化學工業,林哲印,林哲印,
1463,1418,東華,市,13.2,8.01,40.4,紡織纖維,林河輝,林壯儒,
1464,2482,連宇,市,6.21,8.01,15.8,其他電子業,羅鋇,羅鋇(暫代),
1465,3230,錦明,櫃,10.8,8.01,10.8,光電業,蔡進財,蔡進財,
1466,1443,立益,市,13.5,7.99,27.2,紡織纖維,蘇東榮,蘇東榮,
1467,2438,翔耀,市,9.52,7.97,16.8,光電業,陳仕坤,賴興輝,
1468,5488,松普,櫃,9.16,7.96,16.3,電子零組件業,駱國呈,駱秀勇,
1469,4429,聚紡,櫃,3.44,7.93,6.8,紡織纖維,蔡秋雄,田鳳英,
1470,3373,熱映,櫃,4.33,7.92,9.6,其他電子業,黃洲杰,黃幼謙,
1471,6226,光鼎,市,9.38,7.88,8.7,光電業,馬景鵬,馬景鵬,
1472,2468,華經,市,7,7.87,15.8,資訊服務業,魏幸雄,唐宇華,
1473,4433,興采,櫃,3.15,7.84,2.7,紡織纖維,陳國欽,黃松筠,
1474,2471,資通,市,4.73,7.75,15.8,資訊服務業,余宏揚,林聖懿,
1475,1570,力肯,櫃,5.15,7.65,12,電機機械,溫銘漢,溫銘漢,
1476,8080,奧斯特,櫃,6.4,7.62,13.2,電子零組件業,許世弘,許世弘,
1477,2033,佳大,市,8.07,7.56,16.8,鋼鐵工業,吳大和,陳正平,
1478,4550,長佳,櫃,3.43,7.55,2.3,電機機械,王人達,黃添春,
1479,3308,聯德,市,9.99,7.54,9.3,電子零組件業,陳銘智,章中行,
1480,6204,艾華,櫃,3.61,7.51,14.6,電子零組件業,黃子軒,黃子軒,
1481,5701,劍湖山,櫃,25.4,7.49,19.3,觀光事業,陳志鴻,尤義賢,
1482,6122,擎邦,櫃,6.87,7.46,17,電機機械,洪振攀,張明燦,
1483,6174,安碁,櫃,5,7.45,15.2,電子零組件業,林逸倫,李靜怡,
1484,2937,集雅社,櫃,3.29,7.44,0.1,貿易百貨業,盧乾三,盧乾三,
1485,3444,利機,櫃,3.91,7.43,8.8,電子通路業,張坤祥,張宏基,
1486,1781,合世,櫃,4.74,7.42,12.5,生技醫療業,楊國和,楊國和,
1487,4554,橙的,櫃,2.13,7.42,0.9,其他電子業,許欽堯,許欽堯,
1488,4102,永日,櫃,4.24,7.42,16.3,生技醫療業,李其澧,林青煌,
1489,5455,訊利電,櫃,6.55,7.4,16.7,半導體業,利來德投資股份有限公司代表人周樑鐘,周樑鐘,
1490,4171,瑞基,櫃,3.43,7.35,2.9,生技醫療業,劉正忠,張曉芬,
1491,3511,矽瑪,櫃,3.9,7.33,8.4,電子零組件業,游素冠,游素冠,
1492,3354,律勝,櫃,7.01,7.33,11.6,電子零組件業,黃堂傑,莊朝欽,
1493,1453,大將,市,8.97,7.32,24.2,紡織纖維,葉義雄,葉義雄,
1494,1435,中福,市,14,7.31,29.5,其他業,黃立中,黃立中,
1495,3232,昱捷,櫃,3.16,7.24,12.7,電子通路業,蔡棟國,陳多明,
1496,3557,嘉威,市,14.3,7.23,9.4,光電業,陳明上,陳碩璨,
1497,3562,頂晶科,櫃,5.81,7.2,9.1,光電業,傅佩文,李宇軒,
1498,6144,得利影,櫃,7.31,7.13,15.5,其他電子業,吳昭弘,楊愛麗,
1499,6404,通訊-KY,櫃,3.79,7.13,3,資訊服務業,林維鈞,張上勇,
1500,3089,遠昇,櫃,9.39,7.04,13.7,電子零組件業,林俊國,劉建宏,
1501,4754,國碳科,櫃,1.56,7.04,0.8,化學工業,張超,黃俊傑,
1502,6512,啟發電,櫃,2.5,7,1.3,其他電子業,張鈺欽,張鈺欽,
1503,8455,大拓-KY,櫃,2.52,6.94,1.5,其他電子業,佐佐木Beji,奧山一寸法師,
1504,2465,麗臺,市,10.7,6.93,15.8,電腦及週邊設備業,盧崑山,盧崑山,
1505,5011,久陽,櫃,4.11,6.91,18.2,鋼鐵工業,孫正強,邱茂勳,
1506,3516,亞帝歐,櫃,6.91,6.91,9.6,光電業,廖書尉,廖書尉,
1507,6482,弘煜科,櫃,1.41,6.9,1.1,文化創意業,洪而立,洪而立,
1508,4402,福大,櫃,4.6,6.9,20,紡織纖維,楊燈霖,楊浩維,
1509,8921,沈氏,櫃,4.66,6.85,17.3,其他業,陳正剛,陳正剛,
1510,1538,正峰新,市,8.31,6.84,14.9,電機機械,鍾榮昌,吳建輝,
1511,2434,統懋,市,11.1,6.81,16.8,半導體業,唐明亮,唐永渝,
1512,3066,李洲,櫃,8.31,6.8,12.6,光電業,李明順,李明順,
1513,6248,沛波,櫃,3.07,6.79,13.8,鋼鐵工業,蔡玉葉,葉俊良,
1514,3322,建舜電,櫃,8.64,6.78,8.1,電子零組件業,黃欽雄,黃欽基,
1515,5484,慧友,市,11.6,6.73,13.9,光電業,黃佳銘,黃佳銘,
1516,1449,佳和,市,12,6.72,25.3,紡織纖維,翁茂鍾,翁茂鍾,
1517,8401,白紗科,櫃,6.01,6.7,7.3,其他業,林衍束,陳俊傑,
1518,5211,蒙恬,櫃,3.2,6.68,14.5,資訊服務業,蔡義泰,蔡義泰,
1519,4513,福裕,櫃,7.69,6.62,19.3,電機機械,張寶銘,張寶銘,
1520,5543,崇佑-KY,櫃,2.72,6.54,1.2,建材營造業,楊明洲,唐後騏,
1521,8935,邦泰,櫃,12,6.48,15.3,其他業,亨利通投資股份有限公司代表人:沈茂根,沈茂根,
1522,8034,榮群,櫃,6.29,6.48,13.2,通信網路業,王慶橖,王慶橖,
1523,4160,創源,櫃,2.42,6.44,4.8,生技醫療業,張漢東,蔡政憲,
1524,6118,建達,櫃,9.09,6.41,15.7,電子通路業,陳文琦,陳文康,
1525,8040,九暘,櫃,8.27,6.37,10.2,半導體業,羅瑞祥,蕭捷勝,
1526,2061,風青,櫃,6.21,6.33,6.6,電器電纜,陳福得,陳福得,
1527,3122,笙泉,櫃,3.93,6.19,2.4,半導體業,溫國良,丘善文,
1528,3642,駿熠電,櫃,3.04,6.16,5.8,其他電子業,紀政孝,李賢文,
1529,6247,淇譽電,櫃,6.03,6.15,14,其他電子業,許黃月華,許文銓,
1530,5344,立衛,櫃,7.94,6.15,19.3,半導體業,沈炳輝,許文景,
1531,3564,其陽,櫃,2.05,6.1,3.6,通信網路業,范希光,林章安,
1532,4127,天良,櫃,4.58,6.09,11.9,生技醫療業,紀元章,紀敏忠,
1533,3114,好德,櫃,5,5.98,13.3,電子零組件業,陳國鴻,陳國鴻,
1534,3252,海灣,櫃,2.81,5.96,12.8,其他業,劉至誠,劉至誠,
1535,3297,杭特,櫃,3.69,5.95,12.1,光電業,鄭子釗,李新榮,
1536,6103,合邦,櫃,5.71,5.88,16.2,半導體業,柯拔希,楊介一,
1537,6289,華上,市,26.9,5.79,13.9,光電業,李森田,汪培值,
1538,3086,華義,櫃,3.12,5.77,13.3,文化創意業,張協建,張協建,
1539,5487,通泰,櫃,2.21,5.72,16.4,半導體業,陳永修,陳永修,
1540,4183,福永生技,櫃,2.38,5.71,0.3,生技醫療業,郭鳳琳,卓振輝,
1541,5291,邑昇,櫃,3.35,5.66,2.5,電子零組件業,簡榮坤,李上治,
1542,8409,商之器,櫃,2.8,5.64,3.6,生技醫療業,盤文龍,盤文龍,
1543,5383,金利,櫃,7.14,5.5,18.2,其他電子業,盧國棟,潘佳祥,
1544,2734,易飛網,櫃,3.03,5.45,3.5,觀光事業,周育蔚,李克敬,
1545,4154,康樂-KY,櫃,1.95,5.43,5.5,生技醫療業,陳言福,張嘉偉,
1546,2718,晶悅,櫃,2.26,5.41,6.3,觀光事業,楊顯玲,張志誠(暫代),
1547,1732,毛寶,市,4.24,5.31,15.8,化學工業,吳瑞華,陳逸弘,
1548,5432,達威,櫃,2.07,5.3,17.3,光電業,陳政隆,陳政隆,
1549,6276,安鈦克,櫃,3.37,5.25,13.7,電腦及週邊設備業,李益昌,王安左,
1550,9949,琉園,櫃,4.7,5.24,13.6,其他業,王永山,王永山,
1551,3115,寶島極,櫃,4.37,5.24,12.2,電子零組件業,劉文禎,劉文禎,
1552,3043,科風,市,19.5,5.22,14.9,其他電子業,張峰豪,張峰豪,
1553,8024,佑華,櫃,4.6,5.22,10.8,半導體業,林振興,翁啟培,
1554,2230,泰茂,櫃,3.96,5.21,4.2,電機機械,呂萬賢,呂萬傑,
1555,6431,光麗-KY,市,4.56,5.2,2.6,光電業,洪志峰,陳樹慧,
1556,5386,青雲,櫃,1.35,5.18,18.2,電腦及週邊設備業,柯聰源,呂仰鎧,
1557,2491,吉祥全,市,7.6,5.17,15.8,光電業,陳碧華,陳碧華,
1558,8047,星雲,櫃,4.15,5.16,13.4,其他電子業,賴金森,石梁,
1559,1438,裕豐,市,10.2,5.14,28.6,建材營造業,陳季函,陳季函,
1560,5201,凱衛,櫃,3.07,5.12,16.7,資訊服務業,曾正哲,曾正哲,
1561,6113,亞矽,櫃,5,4.98,15.9,電子通路業,蔡伯宜,蔡伯宜,
1562,3379,彬台,櫃,3.8,4.98,5.7,電機機械,洪振攀,何信淳,
1563,6246,臺龍,櫃,2.18,4.96,14.1,光電業,陳志龍,陳志龍,
1564,6229,研通,櫃,3.61,4.94,14.5,半導體業,許劍郎,黃正華,
1565,3046,建碁,市,11.6,4.92,14.9,電腦及週邊設備業,林福謙,蔡文鋒,
1566,3268,海德威,櫃,3.34,4.9,12.4,半導體業,黃 (方方土) 芳,游賜傑,
1567,2429,銘旺科,市,3.68,4.89,16.8,電子零組件業,柯銘裕,柯銘裕,
1568,1441,大東,市,6.21,4.88,27.7,紡織纖維,陳修忠,陳建州,
1569,8923,時報,櫃,3.04,4.86,17.5,其他業,趙政岷,趙政岷,
1570,4609,唐鋒,櫃,4.79,4.84,17.1,電器電纜,許文治,周文洪,
1571,3128,昇銳,櫃,4.2,4.81,10.8,光電業,江添貴,江送貴,
1572,3632,研勤,櫃,3.08,4.81,6.5,通信網路業,簡良益,簡良益,
1573,3609,東林,櫃,3.03,4.79,6.5,電子零組件業,高明仁,林焙松,
1574,4406,新昕纖,櫃,5.19,4.78,18.5,紡織纖維,莊育霖,莊晉嘉,
1575,8171,天宇,櫃,5.15,4.69,5.5,通信網路業,吳祖榆,吳祖璋,
1576,5210,寶碩,櫃,6.57,4.63,15.2,資訊服務業,白介宇,劉國安,
1577,3339,泰谷,櫃,9.62,4.56,11,光電業,葉寅夫,葉寅夫,
1578,2067,嘉鋼,櫃,3.69,4.55,3.1,電機機械,曹光照,曹恆健,
1579,1516,川飛,市,2.93,4.51,22.3,其他業,謝秀娟,胡立三,
1580,3073,普格,櫃,4.65,4.5,9.7,半導體業,謝欽宗,呂玟瑩,
1581,4530,宏易,櫃,4.62,4.47,16.2,電機機械,陳冠瑋,陳冠瑋,
1582,6148,驊宏資,櫃,9,4.41,15.4,資訊服務業,廖文鐸,廖文鐸,
1583,9912,偉聯,市,5.32,4.36,24.9,電腦及週邊設備業,俞    允,皮華中,
1584,2719,燦星旅,櫃,3.63,4.28,5.4,觀光事業,陳彥君,暫缺,
1585,5304,鼎創達,櫃,18.6,4.28,26,電腦及週邊設備業,郭佩芝,莫皓然,
1586,3521,鴻翊,櫃,4.67,4.21,9.9,電腦及週邊設備業,林泉湧,林泉湧,
1587,8934,衡平,櫃,0.85,4.17,15.8,其他業,趙元旗,張愛倫,
1588,3207,耀勝,櫃,3.83,4.13,12.7,電子零組件業,蕭奕彰,侯建州,
1589,5345,天揚,櫃,5,4.1,19.3,電子零組件業,王鏑程,王鏑程,
1590,6140,訊達,櫃,3.84,4.07,15.4,資訊服務業,葉元椒,葉元椒,
1591,5278,尚凡,櫃,1.42,3.94,4.1,資訊服務業,張家銘,林志銘,
1592,8932,宏大,櫃,4.88,3.88,16.3,其他業,洪寶川,洪寶川,
1593,3629,群富通,櫃,2.02,3.86,7.1,光電業,陳寬聰,廖敏政,
1594,6419,京晨科,櫃,2.2,3.82,2.5,光電業,楊文彬,楊文彬,
1595,8093,保銳,櫃,6.42,3.82,12.5,電子零組件業,蘇彥文,蘇彥文,
1596,6432,今展科,櫃,1.95,3.8,2.1,電子零組件業,王琴賢,王琴賢,
1597,2740,天蔥,櫃,1.6,3.75,1.5,觀光事業,盧俊賢,盧俊賢,
1598,4131,晶宇,櫃,3.83,3.71,13.2,生技醫療業,陳慈甘,林春湖,
1599,4924,欣厚-KY,櫃,3.72,3.66,5.7,電腦及週邊設備業,劉鳳君,劉景成,
1600,5450,寶聯通,櫃,5.04,3.66,16.9,電腦及週邊設備業,蕭登波,蕭登波,
