排名,代號,名稱,市場,股價日期,當日走勢,成交,漲跌價,漲跌幅,成交張數,面值(元),股本(億),市值(億),成立年數,上市年數,產業別,董事長,總經理
802,1457,宜進,市,07/06,    ,11.4,0.2,+1.79%,3124,10,30.2,34.4,36.3,22.7,紡織纖維,詹正田,翁茂誠(原名:林鏡地)
803,2423,固緯,市,07/06,    ,23.7,0,0%,128,10,14.5,34.4,41.8,16.8,其他電子業,林錦章,張朝明
804,1437,勤益控,市,07/06,    ,17.45,0.05,+0.29%,62,10,19.7,34.4,56.4,28.7,半導體業,顧肇基,顧肇基
805,6235,華孚,市,07/06,    ,20.9,0.45,+2.2%,3423,10,16.4,34.4,63.5,12.9,電腦及週邊設備業,蔡豐賜,陳建賢
806,6263,普萊德,櫃,07/06,    ,54.9,0,0%,32,10,6.25,34.3,24.5,13.8,通信網路業,陳清港,陳清港
807,3607,谷崧,市,07/06,    ,28.15,0.05,+0.18%,108,10,12.2,34.2,28.1,7.7,電子零組件業,張文桐,張文桐
808,3149,正達,市,07/06,    ,20.15,0.4,+2.03%,1799,10,17,34.2,21,5.6,光電業,鍾志明,江嘉斌
809,4535,至興,櫃,07/06,    ,44.95,0.1,+0.22%,69,10,7.57,34,29.3,14.2,電機機械,吳崇儀,吳宗明
810,6128,上福,市,07/06,    ,38.75,-0.1,-0.26%,22,10,8.76,33.9,39,14.1,電腦及週邊設備業,王瑞宏,王瑞麒
811,4974,亞泰,櫃,07/06,    ,46.95,-0.8,-1.68%,1234,10,7.22,33.9,13.5,5.6,電子零組件業,賴以仁,賴以仁/吳淑品
812,1810,和成,市,07/06,    ,9.13,0.01,+0.11%,263,10,37,33.8,55.6,25.7,玻璃陶瓷,邱立堅,陳振乾
813,2936,客思達-KY,市,07/06,    ,43.9,0.05,+0.11%,61,10,7.66,33.6,3.9,0.8,貿易百貨業,高黎莎,葉伯璘
814,2726,雅茗-KY,櫃,07/06,    ,109,3.5,+3.32%,621,10,3.08,33.6,7.5,2.5,觀光事業,吳伯超,盧小慧
815,6552,易華電,市,07/06,    ,33.55,0.65,+1.98%,2505,10,10,33.6,43.8,0.5,半導體業,黃嘉能,李宛霞
816,2009,第一銅,市,07/06,    ,9.32,-0.12,-1.27%,194,10,36,33.5,47.9,27.7,鋼鐵工業,吳賢明,洪茂陽(暫代)
817,2405,浩鑫,市,07/06,    ,9.68,-0.1,-1.02%,6909,10,34.5,33.4,34.1,17.3,電腦及週邊設備業,余麗娜,余麗娜
818,1233,天仁,市,07/06,    ,36.9,0,0%,158,10,9.06,33.4,41.6,18.5,食品工業,李國麟,林仁宗
819,3455,由田,櫃,07/06,    ,54.4,-0.3,-0.55%,951,10,6.12,33.3,25.1,9.5,光電業,鄒嘉駿,張文杰
820,4549,桓達,櫃,07/06,    ,86.4,0,0%,37,10,3.85,33.2,14.4,2.6,電機機械,吳清德,吳定國
821,1309,台達化,市,07/06,    ,10.1,-0.15,-1.46%,1582,10,32.8,33.1,57.3,31,塑膠工業,吳亦圭,應保羅
822,3205,佰研,櫃,07/06,    ,100.5,-1.5,-1.47%,293,10,3.28,32.9,19.3,11.8,生技醫療業,陳樂維,羅曉婷
823,4502,健信,櫃,07/06,    ,77.5,0.2,+0.26%,91,10,4.24,32.9,39,21.6,電機機械,吳政哲,吳政哲
824,1733,五鼎,市,07/06,    ,32.9,0.2,+0.61%,60,10,9.97,32.8,19.6,15.8,生技醫療業,沈燕士,沈燕士
825,4144,康聯-KY,市,07/06,    ,41.9,0.75,+1.82%,136,10,7.81,32.7,7.3,5.8,生技醫療業,威廉凱樂,魏建民
826,6442,光聖,市,07/06,    ,49.55,-0.25,-0.5%,163,10,6.6,32.7,20.8,2,通信網路業,"CHEN, STEVE",李士正
827,2020,美亞,市,07/06,    ,13.8,-0.05,-0.36%,117,10,23.7,32.6,57.8,24.2,鋼鐵工業,黃春發,蕭敏志
828,1597,直得,櫃,07/06,    ,52.5,-0.3,-0.57%,462,10,6.2,32.6,18.7,4.5,電機機械,陳麗芬,許明哲
829,5604,中連貨,櫃,07/06,    ,29.8,0.3,+1.02%,19,10,10.9,32.4,62.9,20.1,航運業,蘇南州,江瑞萌
830,1446,宏和,市,07/06,    ,23.45,0.2,+0.86%,144,10,13.8,32.3,39.1,25.7,紡織纖維,黃大功,何天明
831,3013,晟銘電,市,07/06,    ,19,0.1,+0.53%,271,10,17,32.3,41.1,14.8,電腦及週邊設備業,林木和,林木和
832,1788,杏昌,櫃,07/06,    ,92,0,0%,16,10,3.5,32.2,28.4,8,生技醫療業,李忠良,陳國師
833,1806,冠軍,市,07/06,    ,7.35,0.03,+0.41%,139,10,43.7,32.1,44.6,24.8,玻璃陶瓷,林榮德,林榮德
834,1721,三晃,市,07/06,    ,14.45,0.05,+0.35%,83,10,22.2,32.1,42.6,21.1,化學工業,黃亭棣,黃亭棣
835,2816,旺旺保,市,07/06,    ,15.05,-0.2,-1.31%,295,10,21.3,32.1,54.4,25.2,保險業,洪吉雄,孔令範
836,6020,大展證,櫃,07/06,    ,12.7,-0.1,-0.78%,35,10,25.2,32,29.1,14.5,證券業,李玉萍,張國忠
837,9931,欣高,市,07/06,    ,31.25,0,0%,3,10,10.2,32,33.6,17.3,油電燃氣業,陳田錨,陳建東
838,9946,三發地產,市,07/06,    ,12.2,0.05,+0.41%,97,10,26.2,31.9,23.8,3.8,建材營造業,鍾俊榮,鍾俊榮
839,4721,美琪瑪,櫃,07/06,    ,42.4,-0.6,-1.4%,818,10,7.5,31.8,25,16.3,化學工業,嚴隆財,嚴隆財
840,5515,建國,市,07/06,    ,9.37,0.1,+1.08%,180,10,33.8,31.7,56.6,13.8,建材營造業,陳啟德,吳昌修
841,1259,安心,櫃,07/06,    ,97.6,0.6,+0.62%,14,10,3.24,31.6,26.6,5.6,觀光事業,林建元,高順興
842,5609,中菲行,櫃,07/06,    ,24.5,0.1,+0.41%,486,10,12.9,31.6,31.9,15.7,航運業,錢堯懷,林天送
843,4417,金洲,櫃,07/06,    ,38.3,0.25,+0.66%,187,10,8.23,31.5,43.5,16.7,紡織纖維,陳加仁,陳加仁
844,8064,東捷,櫃,07/06,    ,19.1,0.05,+0.26%,390,10,16.5,31.4,19.2,10.8,光電業,嚴瑞雄,陳贊仁
845,2484,希華,市,07/06,    ,19.7,0.1,+0.51%,198,10,15.9,31.4,29.4,15.8,電子零組件業,曾穎堂,曾榮孟
846,4971,IET-KY,櫃,07/06,    ,86.9,-0.2,-0.23%,56,10,3.61,31.4,6.2,4,半導體業,康潤生,高永中
847,2488,漢平,市,07/06,    ,39.25,-0.1,-0.25%,88,10,8,31.4,48.3,15.8,其他電子業,劉深鏗,劉深鏗
848,2007,燁興,市,07/06,    ,4.97,0,0%,30,10,63.1,31.3,39,28.8,鋼鐵工業,吳林茂,陳森龍
849,2493,揚博,市,07/06,    ,27.35,-0.1,-0.36%,704,10,11.4,31.3,36.7,15.5,電子零組件業,蘇勝義,蘇勝義
850,2359,所羅門,市,07/06,    ,18.2,0,0%,410,10,17.1,31.2,27.2,20.5,其他電子業,陳政隆,陳政隆
851,5014,建錩,櫃,07/06,    ,18.85,0.6,+3.29%,6508,10,16.5,31.2,33.9,16.4,鋼鐵工業,李慶柏,李慶柏
852,3018,同開,市,07/06,    ,49,4.45,+9.99%,4889,10,6.34,31.1,21.5,14.9,其他電子業,洪榆舜,呂金晃
853,4722,國精化,市,07/06,    ,32.55,-0.05,-0.15%,323,10,9.52,31,38.6,4.9,化學工業,蔡有涼,王海城
854,8432,東生華,櫃,07/06,    ,80.7,-0.7,-0.86%,66,10,3.84,31,6.8,5.2,生技醫療業,張志猛,陳俊良
855,3556,禾瑞亞,櫃,07/06,    ,54.1,0.4,+0.74%,414,10,5.72,30.9,14.8,9.2,半導體業,蘇明陽,蘇明陽
856,1611,中電,市,07/06,    ,7.76,-0.03,-0.39%,167,10,39.8,30.9,62.4,27.5,電器電纜,周麗真,翁芳裕
857,4545,銘鈺,市,07/06,    ,40.15,2.55,+6.78%,543,10,7.7,30.9,16.5,1.5,電子零組件業,方光義,方光義
858,2022,聚亨,市,07/06,    ,5.64,-0.03,-0.53%,272,10,54.7,30.9,36.6,22.3,鋼鐵工業,黃文松,侯英腆
859,3031,佰鴻,市,07/06,    ,16.5,0.05,+0.3%,363,10,18.7,30.8,36.1,14.9,光電業,廖宗仁,廖宗仁
860,1323,永裕,市,07/06,    ,33.65,0.15,+0.45%,145,10,9.13,30.7,44.3,16.8,塑膠工業,王威程,王威程
861,3356,奇偶,市,07/06,    ,39.7,0.05,+0.13%,45,10,7.73,30.7,19.4,12.3,光電業,戴光正,戴光正
862,1316,上曜,市,07/06,    ,26.1,0.3,+1.16%,1217,10,11.7,30.6,37.6,24.7,化學工業,張祐銘,張祐銘
863,1432,大魯閣,市,07/06,    ,17.8,0.3,+1.71%,1230,10,17.1,30.5,44,34.9,貿易百貨業,林曼麗,謝國棟
864,2414,精技,市,07/06,    ,18.8,0,0%,116,10,16.2,30.4,38.3,16.8,電子通路業,葉國筌,"葉國筌,李英新"
865,1459,聯發,市,07/06,    ,8.46,-0.15,-1.74%,319,10,35.9,30.3,44.6,22.7,紡織纖維,葉清澤,王豐岳
866,3546,宇峻,櫃,07/06,    ,88.3,-0.1,-0.11%,172,10,3.43,30.3,22.1,9.2,資訊服務業,劉信,劉信
867,1452,宏益,市,07/06,    ,22.8,-0.5,-2.15%,3034,10,13.3,30.2,48.9,24.5,紡織纖維,施振榮,羅昭甲
868,6179,亞通,櫃,07/06,    ,48.45,0,0%,42,10,6.22,30.1,22.2,15.1,其他業,呂元瑞,呂元瑞
869,6201,亞弘電,市,07/06,    ,33.75,0.15,+0.45%,51,10,8.92,30.1,35.6,12.8,其他電子業,黃晉益,許文鼎
870,1506,正道,市,07/06,    ,24.6,0.05,+0.2%,161,10,12.2,30.1,52.3,36.9,電機機械,郭建廷,邱維國
871,6298,崴強,櫃,07/06,    ,17.8,-0.05,-0.28%,1051,10,16.9,30.1,20.3,11.3,電腦及週邊設備業,郭台強,蔡元豪
872,2467,志聖,市,07/06,    ,18.9,0.05,+0.27%,196,10,15.9,30,39.2,15.8,電子零組件業,梁茂生,梁茂生
873,3213,茂訊,櫃,07/06,    ,51,0,0%,187,10,5.87,29.9,27.3,12.8,電腦及週邊設備業,沈頤同,沈頤同
874,2390,云辰,市,07/06,    ,13.9,-0.05,-0.36%,141,10,21.5,29.9,37.2,18.1,其他電子業,張姿玲,張姿玲
875,1612,宏泰,市,07/06,    ,9.44,0.03,+0.32%,86,10,31.6,29.8,48.9,24.2,電器電纜,陳世怡,潘鈞雄
876,5258,虹堡,市,07/06,    ,40.25,1.85,+4.82%,1098,10,7.41,29.8,24.2,0.5,電腦及週邊設備業,辛華熙,林鴻鈞
877,6021,大慶證,櫃,07/06,    ,9.71,-0.13,-1.32%,314,10,30.7,29.8,29,14.2,證券業,莊隆慶,莊達修
878,6112,聚碩,市,07/06,    ,30.85,0.25,+0.82%,124,10,9.63,29.7,19.2,13.9,資訊服務業,吳祚綏,吳祚綏
879,4755,三福化,市,07/06,    ,32.75,-0.45,-1.36%,63,10,9.07,29.7,14.3,3.6,化學工業,巫信弘,蔡介榮
880,3092,鴻碩,櫃,07/06,    ,46.65,-0.45,-0.96%,397,10,6.35,29.6,25.6,7.2,電子零組件業,張利榮,魯憶萱
881,1530,亞崴,市,07/06,    ,30.65,0.15,+0.49%,26,10,9.66,29.6,31,16.8,電機機械,楊德華,康劍文
882,3522,宏森,櫃,07/06,    ,45,0.2,+0.45%,185,10,6.5,29.2,15.8,9.7,光電業,陳介甫,葉東明
883,6422,君耀-KY,市,07/06,    ,70,1.6,+2.34%,710,10,4.17,29.2,7.5,2.5,電子零組件業,曾國修,曾國修
884,2732,六角,櫃,07/06,    ,87,1.9,+2.23%,383,10,3.34,29.1,13.4,2.5,觀光事業,王耀輝,王耀輝
885,6509,聚和,櫃,07/06,    ,17.85,-0.1,-0.56%,253,10,16.3,29.1,42.4,13.2,化學工業,郭聰田,郭聰田
886,1436,華友聯,市,07/06,    ,38.2,0.15,+0.39%,30,10,7.59,29,50.4,29.2,建材營造業,陸炤廷,陸炤廷
887,2348,海悅,市,07/06,    ,33.7,-0.5,-1.46%,29,10,8.56,28.8,29.9,21.5,其他業,黃希文,王俊傑
888,3559,全智科,市,07/06,    ,23.8,0,0%,45,10,12.1,28.7,17.3,8.7,半導體業,盧志遠,陳良波
889,4198,環瑞醫,櫃,07/06,    ,20.15,-0.1,-0.49%,112,10,14.2,28.6,4.5,2.5,生技醫療業,郭守仁,韋志聖
890,1817,凱撒衛,市,07/06,    ,39.35,-0.05,-0.13%,98,10,7.26,28.6,29.4,3.7,玻璃陶瓷,蕭俊祥,陳威志
891,2017,官田鋼,市,07/06,    ,8.71,-0.07,-0.8%,136,10,32.7,28.5,43.9,24.7,鋼鐵工業,汪振澤,謝政成
892,4161,聿新科,櫃,07/06,    ,54.5,-0.1,-0.18%,81,10,5.23,28.5,18.1,4,生技醫療業,楊金昌,楊金昌
893,2509,全坤建,市,07/06,    ,18.75,0.05,+0.27%,20,10,15.2,28.5,44.4,29.1,建材營造業,李勇毅,廖學新
894,3234,光環,櫃,07/06,    ,39,0,0%,383,10,7.26,28.3,19.8,6.3,通信網路業,劉勝先,劉漢興
895,6165,捷泰,市,07/06,    ,56.8,-1.7,-2.91%,918,10,4.97,28.2,44.2,13.9,電子零組件業,王博諒,江冠憲
896,8249,菱光,市,07/06,    ,22.2,0.2,+0.91%,970,10,12.7,28.2,19.1,12.1,電子零組件業,黃育仁,楊其昶
897,6212,理銘,櫃,07/06,    ,27.55,0,0%,0,10,10.2,28.1,39.7,14.5,建材營造業,曾森縣,曾森縣
898,8077,洛碁,櫃,07/06,    ,25.5,-0.05,-0.2%,4,10,11,28,23,12.6,觀光事業,謝憲治,謝長成
899,2705,六福,市,07/06,    ,8.23,0.02,+0.24%,237,10,33.9,27.9,49.4,28.5,觀光事業,莊村徹,莊秀石
900,5439,高技,櫃,07/06,    ,32.15,-0.05,-0.16%,236,10,8.6,27.6,29.4,17,電子零組件業,張景山,張景山
901,8442,威宏-KY,市,07/06,    ,55.1,-0.3,-0.54%,18,10,5,27.5,7.6,0.7,其他業,洪永裕,許新居
902,8463,潤泰材,市,07/06,    ,18.3,0.3,+1.67%,205,10,15,27.4,24.8,2,建材營造業,李志宏,丘惠生
903,3257,虹冠電,市,07/06,    ,42.1,0.3,+0.72%,592,10,6.51,27.4,18.5,6.3,半導體業,彭明秀,鄧海屏
904,6136,富爾特,市,07/06,    ,23.7,0,0%,363,10,11.6,27.4,25.2,13.9,通信網路業,吳長青,吳長青
905,2537,聯上發,市,07/06,    ,9.45,-0.01,-0.11%,146,10,28.9,27.3,29.9,20.8,建材營造業,蘇永義,李志明
906,1777,生泰,櫃,07/06,    ,90.6,-0.3,-0.33%,12,10,3.01,27.2,34.7,11.7,生技醫療業,蕭振明,王義烽
907,8011,台通,市,07/06,    ,23,0.1,+0.44%,217,10,11.8,27.1,35.5,5.8,通信網路業,李慶煌,李慶煌
908,8107,大億科,櫃,07/06,    ,27.3,0.6,+2.25%,1402,10,9.93,27.1,19.5,11.6,電機機械,吳俊億,楊智元
909,6114,久威,櫃,07/06,    ,67.9,1.4,+2.11%,223,10,3.98,27,35,15.8,電子零組件業,湯慧芳,楊廷舜
910,3313,斐成,櫃,07/06,    ,32.2,0.4,+1.26%,534,10,8.38,27,23.6,11.1,電子零組件業,楊清宗,鍾明道
911,8481,政伸,市,07/06,    ,40.5,-0.1,-0.25%,14,10,6.66,27,30.4,0.4,其他業,洪招儀,李煜培
912,3004,豐達科,市,07/06,    ,51.1,0.1,+0.2%,53,10,5.26,26.9,19.7,15.4,鋼鐵工業,蔡豐賜,邱智科
913,6205,詮欣,市,07/06,    ,37.25,-0.5,-1.32%,312,10,7.18,26.8,31.2,9.5,電子零組件業,吳榮春,吳連溪
914,8403,盛弘,櫃,07/06,    ,35.4,0.2,+0.57%,116,10,7.56,26.8,13.7,6.4,生技醫療業,楊弘仁,劉慶文
915,2399,映泰,市,07/06,    ,14.95,-0.05,-0.33%,1263,10,17.8,26.6,26.9,17.6,電腦及週邊設備業,王明義,王明正
916,3272,東碩,櫃,07/06,    ,50.9,-0.4,-0.78%,267,10,5.23,26.6,24.4,2.9,電腦及週邊設備業,曹賜正,曹賜正
917,3167,大量,市,07/06,    ,33.1,0.45,+1.38%,178,10,8,26.5,36.5,3.7,電機機械,王作京,陳尚書
918,2640,大車隊,櫃,07/06,    ,57,0.6,+1.06%,344,10,4.64,26.5,11.8,4.7,其他業,林村田,李瓊淑
919,8488,吉源-KY,市,07/06,    ,39.2,-0.35,-0.88%,1,10,6.75,26.5,3.3,0.6,其他業,林漢清,陳金龍
920,6251,定穎,市,07/06,    ,9.41,-0.08,-0.84%,2753,10,28.1,26.4,28.9,8.3,電子零組件業,黃銘宏,邱永年
921,4807,日成-KY,市,07/06,    ,69.3,-1.7,-2.39%,503,10,3.82,26.4,2.8,0,貿易百貨業,帕查拉蓬 拍奔順通(Phacharapon ),帕查拉蓬 拍奔順通(Phacharapon )
922,1599,宏佳騰,櫃,07/06,    ,51.1,-0.1,-0.2%,63,10,5.17,26.4,13.5,4.5,電機機械,鍾杰霖,鍾杰霖
923,2712,遠雄來,市,07/06,    ,25.15,0.15,+0.6%,8,10,10.5,26.4,26.5,3.6,觀光事業,洪賢德,劉惠美代理
924,4557,永新-KY,市,07/06,    ,76.6,0,0%,69,10,3.44,26.4,6.4,1.7,電機機械,紀經得,許耀仁
925,5511,德昌,櫃,07/06,    ,19.7,-0.1,-0.51%,255,10,13.3,26.3,31.1,18.6,建材營造業,黃政勇(格正投資股份),陳豐中
926,6185,幃翔,櫃,07/06,    ,22.1,-0.2,-0.9%,142,10,11.9,26.3,29.2,14.9,電子零組件業,陳文鏗,郭昭正
927,2636,台驊投控,市,07/06,    ,22.15,-0.1,-0.45%,157,10,11.9,26.3,30.4,0.5,航運業,顏益財,萬心寧
928,3689,湧德,櫃,07/06,    ,37.65,0.15,+0.4%,84,10,6.97,26.2,12.3,4.7,電子零組件業,陳伯榕,陳旻徹
929,3363,上詮,櫃,07/06,    ,33.85,0.05,+0.15%,167,10,7.75,26.2,22.1,6.4,通信網路業,張立秋,龔純瑩
930,3484,崧騰,櫃,07/06,    ,39.9,0.1,+0.25%,136,10,6.54,26.1,24.9,9.7,電子零組件業,張俊雲,曾文政
931,2236,百達-KY,市,07/06,    ,68.7,-0.1,-0.15%,119,10,3.79,26,6,2.1,電機機械,吳美德,黃亮茳
932,4560,強信-KY,市,07/06,    ,39.9,0.4,+1.01%,223,10,6.52,26,2.7,0.1,電機機械,綦秉信,綦秉信
933,6449,鈺邦,市,07/06,    ,35.55,0,0%,116,10,7.32,26,11.5,2.6,電子零組件業,鄭敦仁,林溪東
934,1725,元禎,市,07/06,    ,14.3,0,0%,19,10,18.2,26,40,16.8,化學工業,徐振隆,王明正(暫代)
935,6216,居易,市,07/06,    ,32.45,0,0%,121,10,7.99,25.9,19.7,12.8,通信網路業,簡俊賢,馬鴻方
936,3040,遠見,市,07/06,    ,41.1,0.3,+0.74%,345,10,6.3,25.9,31.1,14.9,其他業,周至元,舒偉仁
937,6435,大中,櫃,07/06,    ,78.3,0.6,+0.77%,366,10,3.31,25.9,8.9,1.5,半導體業,陳日昇,薛添福
938,8103,瀚荃,市,07/06,    ,31.7,0.1,+0.32%,164,10,8.14,25.8,27.3,7.8,電子零組件業,楊超群,竺大智
939,6015,宏遠證,櫃,07/06,    ,6.79,-0.05,-0.73%,180,10,38,25.8,55.6,20.9,證券業,柳漢宗,林禎民
940,8931,大汽電,櫃,07/06,    ,22.1,0,0%,0,10,11.6,25.7,23.9,16.2,油電燃氣業,李肖宗,張世陽
941,6469,大樹,櫃,07/06,    ,97,-1,-1.02%,41,10,2.65,25.7,16.1,1.3,生技醫療業,劉玉騰,鄭明龍
942,5301,寶得利,櫃,07/06,    ,21.8,0,0%,28,10,11.8,25.7,38.8,27,觀光事業,張雅琍,張雅琍
943,6175,立敦,櫃,07/06,    ,18.6,-0.05,-0.27%,454,10,13.8,25.6,23.7,15.1,電子零組件業,吳德銓,柯村忺
944,6542,隆中,櫃,07/06,    ,85.3,-1.3,-1.5%,111,10,3,25.6,6.6,0.8,文化創意業,曾仲銘,熊家麒
945,4106,雃博,市,07/06,    ,30.55,0,0%,34,10,8.34,25.5,27.3,12.7,生技醫療業,雅勝 代表人:李永川,李永川
946,3372,典範,櫃,07/06,    ,6.22,-0.08,-1.27%,66,10,40.8,25.4,19,11.6,半導體業,束崇萬,曾忠鶴
947,3701,大眾控,市,07/06,    ,6.64,-0.09,-1.34%,36,10,38.1,25.3,12.9,12.9,電腦及週邊設備業,簡明仁,簡民智
948,4745,合富-KY,櫃,07/06,    ,43.6,-0.05,-0.11%,17,10,5.77,25.2,11.7,4.4,生技醫療業,王瓊芝,李惇
949,3054,立萬利,市,07/06,    ,20.75,-0.25,-1.19%,15,10,12.1,25.1,26.1,14.6,半導體業,陳立青,陳立青
950,2375,智寶,市,07/06,    ,27.45,-0.1,-0.36%,455,10,9.15,25.1,38.8,18.9,電子零組件業,張維祖,彭文生
951,5480,統盟,櫃,07/06,    ,12.6,0.1,+0.8%,627,10,19.9,25.1,30,16.2,電子零組件業,徐正民,林大明
952,6158,禾昌,櫃,07/06,    ,21.9,-0.1,-0.45%,107,10,11.3,24.8,31.5,15.4,電子零組件業,陳可宣,陳則安
953,8416,實威,櫃,07/06,    ,96.8,-1.2,-1.22%,50,10,2.56,24.8,12,4.8,資訊服務業,李建興,許泰源
954,3675,德微,櫃,07/06,    ,55.8,-0.5,-0.89%,108,10,4.44,24.8,21.9,5,半導體業,張恩傑,張恩傑
955,6577,勁豐,櫃,07/06,    ,62.7,-0.6,-0.95%,143,10,3.95,24.7,17.1,0.3,電腦及週邊設備業,杜懷琪,柯永順
956,2365,昆盈,市,07/06,    ,8.9,0.02,+0.23%,83,10,27.7,24.7,33.7,19.7,電腦及週邊設備業,卓世坤,卓世坤
957,3236,千如,櫃,07/06,    ,35.65,0.25,+0.71%,446,10,6.91,24.6,38.1,12.6,電子零組件業,徐明恩,徐明恩
958,3527,聚積,櫃,07/06,    ,73.8,0,0%,102,10,3.32,24.5,18,9.7,半導體業,楊立昌,陳企凱
959,6125,廣運,櫃,07/06,    ,9.63,0,0%,281,10,25.4,24.5,41,15.5,光電業,謝清褔,謝清褔
960,1713,國化,市,07/06,    ,16.2,-0.05,-0.31%,18,10,15.1,24.5,54.6,27.4,化學工業,曹木生,曹木生
961,5284,jpp-KY,市,07/06,    ,63.3,-0.1,-0.16%,22,10,3.86,24.4,5.1,0.3,其他業,王文山,鍾國松
962,8155,博智,櫃,07/06,    ,49.1,1.1,+2.29%,2901,10,4.98,24.4,22.2,4.6,電子零組件業,張永青,洪輝龍
963,6141,柏承,市,07/06,    ,18.35,0.25,+1.38%,2335,10,13.3,24.4,27.1,13.7,電子零組件業,李齊良,李齊明
964,3419,譁裕,市,07/06,    ,20.25,0,0%,187,10,12,24.4,35.6,9.5,通信網路業,林祺生,陳世忠
965,1786,科妍,市,07/06,    ,45.55,0,0%,168,10,5.35,24.4,15.6,3.6,生技醫療業,韓開程,韓開程
966,4527,方土霖,櫃,07/06,    ,31.95,0.3,+0.95%,37,10,7.62,24.3,29.3,16.8,電機機械,曾仲國,曾仲國
967,6294,智基,櫃,07/06,    ,120,0,0%,32,10,2.03,24.3,20.5,13.5,其他業,邱仕榮,邱仕榮
968,8183,精星,櫃,07/06,    ,21.45,-0.55,-2.5%,3854,10,11.3,24.3,26.6,12.3,其他電子業,焦佑衡,張振紘
969,6195,詩肯,櫃,07/06,    ,56.2,0.1,+0.18%,42,10,4.3,24.2,21.7,14.7,貿易百貨業,林福勤,林福勤
970,6203,海韻電,櫃,07/06,    ,30.2,0.2,+0.67%,55,10,8,24.1,41.8,14.5,電子零組件業,張正宗,張修誠
971,6101,弘捷,櫃,07/06,    ,34.55,-0.45,-1.29%,90,10,6.98,24.1,27.7,16.3,電子零組件業,邱漢中,邱漢中
972,2906,高林,市,07/06,    ,11.35,0,0%,72,10,21.2,24.1,48.2,27.5,貿易百貨業,李錫祿,李錫祿
973,3144,新揚科,櫃,07/06,    ,23.8,1.15,+5.08%,4361,10,10.1,24,17.1,12.5,電子零組件業,黃嘉能,吳介宏
974,5272,笙科,櫃,07/06,    ,41.3,0.1,+0.24%,118,10,5.8,23.9,11.8,4.1,半導體業,曾三田,曾三田
975,1512,瑞利,市,07/06,    ,13.1,-0.2,-1.5%,1099,10,18.2,23.8,47.1,23.4,電機機械,呂瑞晃,呂瑞輝
976,6207,雷科,櫃,07/06,    ,28.3,0,0%,189,10,8.4,23.8,28.8,14.5,電子零組件業,鄭再興,黃萌義
977,1517,利奇,市,07/06,    ,10.4,0,0%,1239,10,22.8,23.7,44.1,21.6,電機機械,林育新,林育新
978,3555,重鳥鵬,櫃,07/06,    ,66.5,0.2,+0.3%,10,10,3.56,23.6,13.8,5.7,半導體業,陳立白,周康記
979,4303,信立,櫃,07/06,    ,32.45,0.3,+0.93%,535,10,7.28,23.6,44.1,18.3,塑膠工業,林敬隆,林敬隆
980,8287,英格爾,櫃,07/06,    ,16.85,0.15,+0.9%,118,10,14,23.6,36.4,12.5,電子零組件業,張志榮,呂正東
981,5607,遠雄港,市,07/06,    ,13.85,0,0%,33,10,17,23.5,26,12.6,航運業,葉鈞耀,賴嘉玲
982,8068,全達,櫃,07/06,    ,35.1,0.3,+0.86%,48,10,6.7,23.5,20.1,13.3,電子通路業,陳文琦,黎少倫
983,5706,鳳凰,市,07/06,    ,36.6,-0.2,-0.54%,45,10,6.4,23.4,60.2,5.7,觀光事業,張巍耀,卞傑民
984,1730,花仙子,市,07/06,    ,40.95,-0.2,-0.49%,71,10,5.7,23.3,34.1,15.8,化學工業,蔡心心,王佳郁
985,3029,零壹,市,07/06,    ,19.05,-0.15,-0.78%,2653,10,12.2,23.3,37,14.9,資訊服務業,林嘉勳,林嘉勳
986,4529,昶洧,櫃,07/06,    ,29,-0.2,-0.68%,1217,10,8.01,23.2,29.7,16.2,其他業,沈瑋,沈瑋
987,2642,宅配通,市,07/06,    ,24.3,0,0%,37,10,9.55,23.2,17.8,3.6,航運業,邱純枝,徐慶懿
988,8038,長園科,櫃,07/06,    ,41,0.1,+0.24%,187,10,5.65,23.2,19.9,3.6,電子零組件業,張李琇玉,張惇育
989,2415,錩新,市,07/06,    ,25.4,0.25,+0.99%,346,10,9.11,23.1,45.4,16.8,電子零組件業,丁廣欽,丁廣欽
990,3686,達能,市,07/06,    ,6.6,-0.08,-1.2%,652,10,35,23.1,9.7,7,半導體業,方震銘,方震銘
991,5403,中菲,櫃,07/06,    ,36.55,-0.05,-0.14%,87,10,6.26,22.9,35.6,17.7,資訊服務業,莊斯威,張樹義
992,6156,松上,櫃,07/06,    ,29.5,-0.3,-1.01%,635,10,7.74,22.8,29.1,15.4,電子零組件業,包仁志,陳添富
993,6142,友勁,市,07/06,    ,8.48,0.03,+0.36%,762,10,26.8,22.7,26.3,13.9,通信網路業,簡志豪,曾主安
994,5315,光聯,櫃,07/06,    ,21.35,0,0%,1568,10,10.6,22.7,27,20.7,光電業,韓之華,葉秋芳
995,4139,馬光-KY,櫃,07/06,    ,59.5,0.1,+0.17%,54,10,3.81,22.7,8,6.2,生技醫療業,黃傳勝,顏金枝
996,8096,擎亞,櫃,07/06,    ,16.2,0.3,+1.89%,947,10,14,22.6,19.6,13,電子通路業,李熙俊,申東洙
997,5491,連展,櫃,07/06,    ,10.9,0.05,+0.46%,208,10,20.7,22.6,30.8,16.3,電子零組件業,林肇聰,陳鴻儀
