1,2330,台積電,16.3051
2,2317,鴻海,5.0963
3,6505,台塑化,3.4493
4,2412,中華電,3.3375
5,1303,南亞,2.0874
6,1301,台塑,2.0026
7,2882,國泰金,1.8563
8,1326,台化,1.8279
9,2881,富邦金,1.5838
10,2454,聯發科,1.5267
11,2308,台達電,1.4361
12,3045,台灣大,1.3918
13,2002,中鋼,1.3601
14,3008,大立光,1.3475
15,1216,統一,1.2455
16,2886,兆豐金,1.2126
17,2891,中信金,1.1915
18,2311,日月光,1.1333
19,2912,統一超,0.9533
20,4904,遠傳,0.9084
21,2382,廣達,0.8557
22,2357,華碩,0.8271
23,2105,正新,0.8052
24,2474,可成,0.8009
25,4938,和碩,0.7753
26,2207,和泰車,0.7507
27,2892,第一金,0.7118
28,2303,聯電,0.6582
29,2325,矽品,0.6237
30,5880,合庫金,0.6229
31,2880,華南金,0.6133
32,3474,華亞科,0.587
33,2395,研華,0.5781
34,1402,遠東新,0.5617
35,2884,玉山金,0.5604
36,2801,彰銀,0.5598
37,2885,元大金,0.5419
38,2883,開發金,0.5044
39,9904,寶成,0.4618
40,1101,台泥,0.4492
41,3481,群創,0.4398
42,1476,儒鴻,0.4331
43,2408,南亞科,0.4281
44,2887,台新金,0.395
45,9910,豐泰,0.3947
46,1102,亞泥,0.392
47,2890,永豐金,0.3884
48,2354,鴻準,0.3791
49,2409,友達,0.3654
50,2301,光寶科,0.3573
51,2324,仁寶,0.3473
52,2823,中壽,0.3245
53,3034,聯詠,0.3033
54,2498,宏達電,0.298
55,2356,英業達,0.2877
56,9921,巨大,0.2826
57,2618,長榮航,0.2682
58,8464,億豐,0.2635
59,2888,新光金,0.2604
60,5871,F-中租,0.2484
61,2610,華航,0.245
62,2227,裕日車,0.2371
63,1227,佳格,0.2343
64,5264,F-鎧勝,0.2301
65,4958,F-臻鼎,0.23
66,2385,群光,0.2231
67,3702,大聯大,0.2218
68,6239,力成,0.2196
69,9945,潤泰新,0.2167
70,2542,興富發,0.2158
71,2347,聯強,0.21
72,1434,福懋,0.2099
73,1504,東元,0.2066
74,3231,緯創,0.204
75,2201,裕隆,0.1905
76,2834,臺企銀,0.1903
77,2915,潤泰全,0.1895
78,3682,亞太電,0.1875
79,1722,台肥,0.1818
80,2379,瑞昱,0.1734
81,2106,建大,0.1716
82,2451,創見,0.1657
83,2603,長榮,0.1648
84,9914,美利達,0.1647
85,9917,中保,0.1625
86,2615,萬海,0.1624
87,2377,微星,0.1577
88,1477,聚陽,0.1524
89,2049,上銀,0.1505
90,2353,宏碁,0.1496
91,2923,F-鼎固,0.1477
92,2634,漢翔,0.1475
93,6409,旭隼,0.1448
94,2723,F-美食,0.1415
95,1789,神隆,0.1403
96,2059,川湖,0.1384
97,2327,國巨,0.1357
98,6456,F-GIS,0.1349
99,6415,F-矽力,0.1318
100,1802,台玻,0.1318
101,1590,F-亞德,0.1317
102,2344,華邦電,0.131
103,1717,長興,0.1309
104,2449,京元電,0.1269
105,5522,遠雄,0.1264
106,9933,中鼎,0.1261
107,2231,為升,0.1257
108,3189,景碩,0.125
109,2204,中華,0.1239
110,1536,和大,0.1226
111,1605,華新,0.1207
112,3044,健鼎,0.1199
113,8454,富邦媒,0.1186
114,8150,南茂,0.1169
115,2812,台中銀,0.1168
116,6176,瑞儀,0.1141
117,9938,百和,0.1135
118,1704,榮化,0.1134
119,2845,遠東銀,0.1133
120,6286,立錡,0.1122
121,6285,啟碁,0.1116
122,1319,東陽,0.1111
123,1589,F-永冠,0.1066
124,2101,南港,0.1047
125,1723,中碳,0.1042
126,2809,京城銀,0.1038
127,6414,樺漢,0.1038
128,2360,致茂,0.1004
129,2609,陽明,0.0999
130,3532,台勝科,0.0998
131,2448,晶電,0.0991
132,2867,三商壽,0.0983
133,3673,F-TPK,0.0972
134,2707,晶華,0.0957
135,2015,豐興,0.0954
136,2313,華通,0.0951
137,6452,F-康友,0.0948
138,3037,欣興,0.0938
139,2903,遠百,0.0932
140,2838,聯邦銀,0.0931
141,9907,統一實,0.0931
142,1707,葡萄王,0.0928
143,2501,國建,0.0919
144,2393,億光,0.0914
145,6269,台郡,0.0909
146,2355,敬鵬,0.0908
147,2376,技嘉,0.0882
148,1440,南紡,0.0881
149,2103,台橡,0.0874
150,8046,南電,0.0862
151,2889,國票金,0.086
152,2392,正崴,0.0856
153,2849,安泰銀,0.0852
154,4137,F-麗豐,0.0845
155,2606,裕民,0.0842
156,2441,超豐,0.0817
157,3576,新日光,0.0817
158,2352,佳世達,0.0804
159,1503,士電,0.0798
160,3376,新日興,0.079
161,2362,藍天,0.0777
162,6005,群益證,0.0774
163,3706,神達,0.0773
164,2608,大榮,0.0772
165,9941,裕融,0.0771
166,5388,中磊,0.0768
167,2511,太子,0.0768
168,2485,兆赫,0.0768
169,2006,東鋼,0.076
170,8422,可寧衛,0.0748
171,1507,永大,0.0743
172,2383,台光電,0.0742
173,2373,震旦行,0.0742
174,2206,三陽,0.074
175,1314,中石化,0.0735
176,2345,智邦,0.0733
177,1262,F-綠悅,0.0731
178,2637,F-慧洋,0.073
179,5007,三星,0.0729
180,1702,南僑,0.0715
181,2855,統一證,0.0711
182,1710,東聯,0.071
183,1229,聯華,0.0702
184,2239,F-英利,0.0698
185,9940,信義,0.0677
186,1907,永豐餘,0.0672
187,3036,文曄,0.0671
188,6605,帝寶,0.0668
189,2458,義隆,0.0664
190,2548,華固,0.0649
191,4915,致伸,0.0645
192,3450,聯鈞,0.0643
193,2820,華票,0.0643
194,6206,飛捷,0.0635
195,1736,喬山,0.0626
196,4426,利勤,0.0618
197,6464,台數科,0.0617
198,6214,精誠,0.0615
199,6166,凌華,0.0615
200,2489,瑞軒,0.0609
201,2312,金寶,0.0607
202,1210,大成,0.0606
203,1312,國喬,0.0605
204,2492,華新科,0.06
205,9925,新保,0.0599
206,6271,同欣電,0.0594
207,1307,三芳,0.0586
208,3665,F-貿聯,0.0583
209,8341,日友,0.058
210,2337,旺宏,0.0577
211,1409,新纖,0.0576
212,1304,台聚,0.0569
213,9930,中聯資,0.0567
214,2856,元富證,0.0565
215,2228,劍麟,0.0563
216,2104,中橡,0.0563
217,2607,榮運,0.0561
