"5452","佶優","70.56","0.15","1.18","0.98"
"5455","訊利電","N/A","0.00","0.00","1.37"
"5457","宣德","17.60","0.50","1.87","2.39"
"5460","同協","12.62","0.80","6.27","0.93"
"5464","霖宏","5.85","1.50","8.88","0.94"
"5465","富驊","20.85","0.26","1.95","1.21"
"5468","凱鈺","N/A","0.00","0.00","0.92"
"5474","聰泰","9.59","4.20","6.24","3.68"
"5475","德宏","N/A","0.00","0.00","0.40"
"5478","智冠","27.11","2.30","3.31","1.69"
"5480","統盟","9.07","1.00","8.89","0.53"
"5481","華韡","N/A","0.00","0.00","1.26"
"5483","中美晶","67.74","1.50","4.18","0.90"
"5487","通泰","12.81","1.70","7.54","1.04"
"5488","松普","N/A","0.00","0.00","0.50"
"5489","彩富","12.04","3.50","6.65","2.56"
"5490","同亨","12.53","4.50","6.35","3.89"
"5491","連展","N/A","0.00","0.00","0.46"
"5493","三聯","10.39","2.20","6.88","1.58"
"5498","凱崴","105.50","0.00","0.00","0.74"
"5508","永信建","9.28","8.11","28.76","1.46"
"5511","德昌","7.47","0.60","2.54","1.11"
"5512","力麒","27.57","0.80","7.84","0.57"
"5514","三豐","230.75","0.00","0.00","0.75"
"5516","雙喜","N/A","0.00","0.00","0.94"
"5520","力泰","13.43","1.35","5.00","1.05"
"5523","豐謙","2.58","0.00","0.00","0.82"
"5529","志嘉","N/A","0.50","4.46","1.02"
"5530","龍巖","14.63","3.60","6.20","2.81"
"5536","聖暉","10.91","6.00","6.92","1.44"
"5601","台聯櫃","89.66","0.50","1.92","1.22"
"5603","陸海","7.45","1.10","7.17","1.03"
"5604","中連貨","30.39","3.20","8.29","1.95"
"5609","中菲行","14.09","1.02","6.24","1.04"
"5701","劍湖山","N/A","0.00","0.00","0.42"
"5703","亞都","30.14","0.35","1.57","1.75"
"5704","老爺知","26.47","1.25","4.22","2.50"
"5820","日盛金","12.28","0.70","9.89","0.65"
"5878","台名","14.14","3.00","6.98","2.40"
"5902","德記","49.52","0.00","0.00","1.53"
"5903","全家","41.34","4.60","2.05","11.12"
"5904","寶雅","34.57","8.90","2.66","12.72"
"5905","南仁湖","16.31","0.50","5.90","0.70"
"6015","宏遠證","N/A","0.00","0.00","0.58"
"6016","康和證","84.25","0.20","2.97","0.59"
"6020","大展證","N/A","0.42","3.34","0.89"
"6021","大慶證","N/A","0.00","0.00","0.70"
"6022","大眾證","73.75","0.38","4.33","0.71"
"6023","元大期","11.67","2.28","5.94","1.36"
"6024","群益期","10.31","2.47","6.77","1.56"
"6026","福邦證","N/A","0.50","5.77","0.83"
"6101","弘捷","N/A","0.00","0.00","2.18"
"6103","合邦","N/A","0.00","0.00","6.75"
"6104","創惟","11.68","3.00","7.08","2.72"
"6105","瑞傳","5.34","3.00","6.78","1.22"
"6107","華美","37.33","2.50","2.79","5.98"
"6109","亞元","11.00","1.20","8.08","1.23"
"6111","大宇資","32.59","0.00","0.00","11.62"
"6113","亞矽","N/A","0.00","0.00","0.64"
"6114","久威","7.06","0.00","0.00","3.01"
"6118","建達","N/A","0.00","0.00","0.75"
"6121","新普","10.61","7.00","6.22","1.69"
"6122","擎邦","N/A","0.00","0.00","0.47"
"6123","上奇","18.27","2.10","6.65","1.64"
"6124","業強","N/A","0.00","0.00","1.82"
"6125","廣運","112.73","0.50","4.03","0.62"
"6126","信音","N/A","0.00","0.00","0.61"
"6127","九豪","26.22","0.00","0.00","0.70"
"6129","普誠","N/A","0.00","0.00","0.60"
"6130","基因","N/A","2.00","7.37","2.45"
"6134","萬旭","N/A","0.00","0.00","1.09"
"6138","茂達","20.48","1.89","8.11","1.39"
"6140","訊達","N/A","0.00","0.00","1.16"
"6143","振曜","8.46","5.00","8.00","2.50"
"6144","得利影","N/A","0.00","0.00","1.28"
"6146","耕興","20.98","5.80","3.39","5.25"
"6147","頎邦","13.25","2.60","5.10","1.43"
"6148","驊宏資","15.00","0.46","6.07","0.68"
"6150","撼訊","N/A","0.00","0.00","1.19"
"6151","晉倫","12.63","2.20","8.49","1.47"
"6154","順發","13.46","1.00","6.04","1.06"
"6156","松上","11.60","0.30","1.66","1.51"
"6158","禾昌","N/A","0.50","3.52","0.57"
"6160","欣技","95.20","1.00","4.20","1.84"
"6161","捷波","8.89","0.20","2.96","0.53"
"6163","華電網","N/A","0.00","0.00","0.87"
"6167","久正","5.55","0.00","0.00","1.12"
"6169","昱泉","N/A","0.00","0.00","3.17"
"6170","統振","30.61","0.43","4.25","0.79"
"6171","亞銳士","96.36","0.00","0.00","0.84"
"6173","信昌電","14.14","0.35","2.66","0.88"
"6174","安碁","14.08","1.00","6.51","1.33"
"6175","立敦","27.20","0.17","1.22","0.89"
"6179","亞通","15.12","0.20","0.52","3.01"
"6180","橘子","15.02","1.20","3.20","2.30"
"6182","合晶","N/A","0.00","0.00","0.67"
"6185","幃翔","8.63","2.00","8.81","1.17"
"6186","新潤","7.38","3.00","12.02","1.56"
"6187","萬潤","18.24","2.00","3.58","2.72"
"6188","廣明","12.66","3.20","13.73","0.75"
"6190","萬泰科","297.50","0.00","0.00","0.53"
"6194","育富","N/A","0.75","3.58","0.69"
"6195","詩肯","10.41","3.50","6.96","2.90"
"6198","凌泰","N/A","0.00","0.00","2.99"
"6199","天品","34.29","0.00","0.00","1.57"
"6203","海韻電","13.03","3.50","10.70","1.84"
"6204","艾華","13.99","0.70","3.15","0.91"
"6207","雷科","7.87","2.50","9.51","1.42"
"6208","日揚","12.80","0.20","1.72","0.77"
"6210","慶生","7.50","4.00","8.42","2.23"
"6212","理銘","31.48","0.00","0.00","2.45"
"6217","中探針","12.81","2.80","6.09","1.96"
"6218","豪勉","16.06","1.00","5.71","1.12"
"6219","富旺","11.93","0.12","1.05","1.10"
"6220","岳豐","8.56","1.17","8.04","0.78"
"6221","晉泰","11.12","2.20","8.53","1.64"
"6222","上揚","N/A","0.00","0.00","1.72"
"6223","旺矽","15.83","3.00","3.85","1.69"
"6227","茂綸","23.30","1.00","2.55","2.21"
"6228","全譜","N/A","0.00","0.00","1.68"
"6229","研通","36.14","0.78","6.17","0.98"
"6231","系微","16.87","0.85","3.85","1.22"
"6233","旺玖","N/A","0.00","0.00","1.04"
"6234","高僑","12.72","3.00","10.53","0.94"
"6236","康呈","N/A","0.00","0.00","4.04"
"6237","驊訊","22.43","0.70","2.07","1.77"
"6238","勝麗","62.89","6.80","1.70","20.59"
