1,2330,台積電,13.6346
2,2317,鴻海,4.8059
3,6505,台塑化,2.6946
4,2412,中華電,2.6736
5,2882,國泰金,2.4201
6,2881,富邦金,2.3265
7,2454,聯發科,2.1762
8,1303,南亞,2.1388
9,1301,台塑,1.7852
10,2308,台達電,1.6455
11,1326,台化,1.6315
12,3008,大立光,1.4898
13,2002,中鋼,1.4309
14,2891,中信金,1.3053
15,3045,台灣大,1.2942
16,2311,日月光,1.2359
17,2886,兆豐金,1.2121
18,2382,廣達,1.047
19,2474,可成,1.0015
20,1216,統一,0.9671
21,2207,和泰車,0.9478
22,2357,華碩,0.8842
23,2912,統一超,0.8353
24,4904,遠傳,0.8335
25,2105,正新,0.8235
26,4938,和碩,0.812
27,2883,開發金,0.695
28,3474,華亞科,0.6928
29,2303,聯電,0.6561
30,2885,元大金,0.63
31,2892,第一金,0.6283
32,2880,華南金,0.6249
33,5880,合庫金,0.6149
34,1402,遠東新,0.6093
35,2408,南亞科,0.5971
36,2395,研華,0.5674
37,1101,台泥,0.5632
38,2325,矽品,0.5516
39,3481,群創,0.5476
40,2884,玉山金,0.5349
41,2409,友達,0.5345
42,2801,彰銀,0.5199
43,2890,永豐金,0.4635
44,1102,亞泥,0.4614
45,9904,寶成,0.4486
46,2887,台新金,0.4378
47,2324,仁寶,0.4308
48,2354,鴻準,0.4301
49,2498,宏達電,0.3811
50,1476,儒鴻,0.3777
51,9910,豐泰,0.3758
52,9921,巨大,0.3528
53,2823,中壽,0.3473
54,3034,聯詠,0.3464
55,2888,新光金,0.3431
56,2618,長榮航,0.3315
57,2301,光寶科,0.3239
58,5871,F-中租,0.3228
59,2227,裕日車,0.3134
60,2610,華航,0.2996
61,4958,F-臻鼎,0.2948
62,2356,英業達,0.2764
63,2615,萬海,0.2552
64,2542,興富發,0.2539
65,9914,美利達,0.2532
66,2915,潤泰全,0.2513
67,2603,長榮,0.242
68,2347,聯強,0.236
69,3673,F-TPK,0.2347
70,3231,緯創,0.2317
71,9945,潤泰新,0.2268
72,2201,裕隆,0.2247
73,3702,大聯大,0.2184
74,5264,F-鎧勝,0.2181
75,2353,宏碁,0.2176
76,2385,群光,0.2168
77,2049,上銀,0.2151
78,2923,F-鼎固,0.2147
79,1504,東元,0.2127
80,1434,福懋,0.2044
81,1227,佳格,0.1931
82,1722,台肥,0.1912
83,2834,臺企銀,0.1885
84,1802,台玻,0.1816
85,2451,創見,0.1794
86,2448,晶電,0.1751
87,2379,瑞昱,0.174
88,2106,建大,0.1672
89,1477,聚陽,0.1611
90,2609,陽明,0.1576
91,2059,川湖,0.1574
92,6176,瑞儀,0.1561
93,6239,力成,0.1552
94,3682,亞太電,0.152
95,3532,台勝科,0.15
96,3189,景碩,0.1488
97,2327,國巨,0.1484
98,1590,F-亞德,0.1471
99,8454,富邦媒,0.1469
100,9917,中保,0.1467
101,2606,裕民,0.1388
102,9933,中鼎,0.1383
103,8150,南茂,0.1359
104,2344,華邦電,0.1347
105,2707,晶華,0.1339
106,2809,京城銀,0.1301
107,2634,漢翔,0.1277
108,2204,中華,0.1261
109,2903,遠百,0.1259
110,8046,南電,0.1251
111,1789,神隆,0.1239
112,9907,統一實,0.123
113,1723,中碳,0.1221
114,1717,長興,0.1212
115,2449,京元電,0.115
116,2362,藍天,0.1143
117,1605,華新,0.1139
118,2845,遠東銀,0.1132
119,3044,健鼎,0.1122
120,2812,台中銀,0.1099
121,2501,國建,0.1092
122,2392,正崴,0.109
123,2377,微星,0.1078
124,5522,遠雄,0.1073
125,2393,億光,0.1041
126,3037,欣興,0.1023
127,2103,台橡,0.1017
128,1507,永大,0.0997
129,1440,南紡,0.0985
130,2360,致茂,0.0982
131,2847,大眾銀,0.0981
132,2833,台壽保,0.0956
133,2231,為升,0.0955
134,1314,中石化,0.0946
135,6005,群益證,0.0946
136,6285,啟碁,0.0946
137,2838,聯邦銀,0.0936
138,2337,旺宏,0.0934
139,2352,佳世達,0.0925
140,2101,南港,0.0909
141,6409,旭隼,0.0894
142,2867,三商壽,0.0885
143,6286,立錡,0.0879
144,6269,台郡,0.0876
145,2849,安泰銀,0.0874
146,2889,國票金,0.0851
147,1736,喬山,0.085
148,2855,統一證,0.0847
149,9938,百和,0.0846
150,1710,東聯,0.0844
151,2206,三陽,0.0843
152,2376,技嘉,0.0839
153,2006,東鋼,0.0833
154,2015,豐興,0.0832
155,2313,華通,0.0831
156,3576,新日光,0.0817
157,2355,敬鵬,0.0806
158,6605,帝寶,0.0803
159,2441,超豐,0.0799
160,2458,義隆,0.0776
161,2727,王品,0.0762
162,1707,葡萄王,0.0755
163,1319,東陽,0.0755
164,2511,太子,0.075
165,1907,永豐餘,0.0749
166,9940,信義,0.0749
167,6415,F-矽力,0.0747
168,4733,上緯,0.0742
169,9941,裕融,0.0741
170,1503,士電,0.0734
171,5007,三星,0.0728
172,1589,F-永冠,0.0712
173,8422,可寧衛,0.0711
174,1702,南僑,0.0702
175,3060,銘異,0.0695
176,1262,F-綠悅,0.0693
177,2548,華固,0.0691
178,1307,三芳,0.069
179,6414,樺漢,0.069
180,1104,環泥,0.068
181,3036,文曄,0.0673
182,6116,彩晶,0.0673
183,2312,金寶,0.0671
184,2608,大榮,0.0668
185,1304,台聚,0.0666
186,3706,神達,0.0664
187,2371,大同,0.0661
188,2637,F-慧洋,0.0656
189,2607,榮運,0.0654
190,1210,大成,0.064
191,5534,長虹,0.0637
192,9930,中聯資,0.0635
193,2373,震旦行,0.0635
194,1536,和大,0.0632
195,3022,威強電,0.0631
196,1229,聯華,0.0623
197,2104,中橡,0.0623
198,1409,新纖,0.0622
199,2723,F-美食,0.0622
200,9939,宏全,0.0622
201,1312,國喬,0.0618
202,3035,智原,0.0617
203,4915,致伸,0.0617
204,2856,元富證,0.0615
205,8926,台汽電,0.0602
206,4960,奇美材,0.0597
207,2331,精英,0.0593
208,6451,F-訊芯,0.0589
209,6206,飛捷,0.0586
210,6166,凌華,0.0586
211,1704,榮化,0.0583
212,2383,台光電,0.0573
213,6271,同欣電,0.0568
214,2107,厚生,0.0563
215,6214,精誠,0.0559
216,6282,康舒,0.0559
217,2023,燁輝,0.0558
218,2820,華票,0.0555
219,2027,大成鋼,0.055
220,2504,國產,0.0546
221,6412,群電,0.0545
222,5388,中磊,0.0545
223,9925,新保,0.0543
224,6120,達運,0.054
225,4532,瑞智,0.054
226,1234,黑松,0.053
227,1718,中纖,0.052
228,3376,新日興,0.052
229,2439,美律,0.0514
230,3698,隆達,0.0513
231,2489,瑞軒,0.0505
232,2545,皇翔,0.0504
233,1904,正隆,0.0504
234,3030,德律,0.0499
235,1726,永記,0.0498
236,5531,鄉林,0.0496
237,4137,F-麗豐,0.0494
238,3705,永信,0.0491
239,4994,傳奇,0.049
240,2905,三商,0.0488
241,2520,冠德,0.0482
