各股加權貢獻依據2016年03月31日下的權重計算
1536,   和大,   0.00,   -88.04,     8657.550.1226
1605,   華新,   -0.15,   -88.19,     8657.550.1207
3044,   健鼎,   0.00,   -88.19,     8657.550.1199
8454,   富邦媒,   -0.05,   -88.24,     8657.550.1186
8150,   南茂,   -0.05,   -88.28,     8657.550.1169
2812,   台中銀,   0.00,   -88.28,     8657.550.1168
6176,   瑞儀,   0.02,   -88.27,     8657.550.1141
9938,   百和,   0.02,   -88.25,     8657.550.1135
1704,   榮化,   0.16,   -88.09,     8657.550.1134
2845,   遠東銀,   -0.01,   -88.10,     8657.550.1133
6286,   立錡,   -0.03,   -88.12,     8657.550.1122
6285,   啟碁,   0.09,   -88.04,     8657.550.1116
1319,   東陽,   0.34,   -87.70,     8657.550.1111
1589,   F-永冠,   0.00,   -87.70,     8657.550.1066
2101,   南港,   -0.38,   -88.08,     8657.550.1047
1723,   中碳,   -0.08,   -88.16,     8657.550.1042
2809,   京城銀,   -0.14,   -88.31,     8657.550.1038
6414,   樺漢,   0.11,   -88.19,     8657.550.1038
2360,   致茂,   0.03,   -88.17,     8657.550.1004
2609,   陽明,   -0.10,   -88.27,     8657.550.0999
3532,   台勝科,   0.08,   -88.19,     8657.550.0998
2448,   晶電,   -0.02,   -88.21,     8657.550.0991
2867,   三商壽,   0.08,   -88.13,     8657.550.0983
3673,   F-TPK,   0.02,   -88.10,     8657.550.0972
2707,   晶華,   -0.04,   -88.15,     8657.550.0957
2015,   豐興,   -0.02,   -88.17,     8657.550.0954
2313,   華通,   0.00,   -88.17,     8657.550.0951
6452,   F-康友,   -0.08,   -88.25,     8657.550.0948
3037,   欣興,   -0.05,   -88.30,     8657.550.0938
2903,   遠百,   0.16,   -88.14,     8657.550.0932
2838,   聯邦銀,   0.02,   -88.12,     8657.550.0931
9907,   統一實,   -0.05,   -88.18,     8657.550.0931
1707,   葡萄王,   -0.07,   -88.24,     8657.550.0928
2501,   國建,   0.06,   -88.19,     8657.550.0919
2393,   億光,   0.07,   -88.11,     8657.550.0914
6269,   台郡,   -0.12,   -88.23,     8657.550.0909
2355,   敬鵬,   -0.08,   -88.31,     8657.550.0908
2376,   技嘉,   -0.05,   -88.37,     8657.550.0882
1440,   南紡,   -0.09,   -88.45,     8657.550.0881
2103,   台橡,   0.04,   -88.41,     8657.550.0874
8046,   南電,   -0.03,   -88.44,     8657.550.0862
2889,   國票金,   0.03,   -88.41,     8657.550.086
2392,   正崴,   -0.18,   -88.59,     8657.550.0856
2849,   安泰銀,   -0.05,   -88.64,     8657.550.0852
4137,   F-麗豐,   0.03,   -88.62,     8657.550.0845
2606,   裕民,   -0.07,   -88.69,     8657.550.0842
2441,   超豐,   -0.02,   -88.71,     8657.550.0817
3576,   新日光,   -0.14,   -88.85,     8657.550.0817
2352,   佳世達,   0.03,   -88.81,     8657.550.0804
1503,   士電,   -0.01,   -88.82,     8657.550.0798
3376,   新日興,   -0.09,   -88.91,     8657.550.079
2362,   藍天,   0.08,   -88.83,     8657.550.0777
6005,   群益證,   0.05,   -88.78,     8657.550.0774
3706,   神達,   0.00,   -88.78,     8657.550.0773
2608,   大榮,   -0.04,   -88.82,     8657.550.0772
9941,   裕融,   -0.01,   -88.83,     8657.550.0771
5388,   中磊,   -0.04,   -88.87,     8657.550.0768
2511,   太子,   0.06,   -88.81,     8657.550.0768
2485,   兆赫,   -0.02,   -88.84,     8657.550.0768
2006,   東鋼,   -0.07,   -88.90,     8657.550.076
8422,   可寧衛,   -0.02,   -88.92,     8657.550.0748
1507,   永大,   0.10,   -88.82,     8657.550.0743
2383,   台光電,   -0.04,   -88.86,     8657.550.0742
2373,   震旦行,   -0.02,   -88.88,     8657.550.0742
2206,   三陽,   -0.12,   -89.01,     8657.550.074
1314,   中石化,   0.02,   -88.98,     8657.550.0735
2345,   智邦,   -0.02,   -89.00,     8657.550.0733
1262,   F-綠悅,   -0.10,   -89.10,     8657.550.0731
2637,   F-慧洋,   -0.03,   -89.14,     8657.550.073
5007,   三星,   -0.04,   -89.18,     8657.550.0729
1702,   南僑,   -0.04,   -89.22,     8657.550.0715
2855,   統一證,   -0.05,   -89.26,     8657.550.0711
1710,   東聯,   -0.03,   -89.29,     8657.550.071
1229,   聯華,   0.01,   -89.28,     8657.550.0702
2239,   F-英利,   -0.15,   -89.43,     8657.550.0698
9940,   信義,   0.03,   -89.40,     8657.550.0677
1907,   永豐餘,   -0.03,   -89.43,     8657.550.0672
3036,   文曄,   0.04,   -89.38,     8657.550.0671
6605,   帝寶,   -0.11,   -89.49,     8657.550.0668
2458,   義隆,   -0.01,   -89.50,     8657.550.0664
2548,   華固,   0.01,   -89.49,     8657.550.0649
4915,   致伸,   -0.08,   -89.57,     8657.550.0645
3450,   聯鈞,   0.06,   -89.51,     8657.550.0643
2820,   華票,   -0.02,   -89.54,     8657.550.0643
6206,   飛捷,   -0.02,   -89.56,     8657.550.0635
1736,   喬山,   0.17,   -89.39,     8657.550.0626
4426,   利勤,   0.00,   -89.39,     8657.550.0618
6464,   台數科,   0.00,   -89.39,     8657.550.0617
6214,   精誠,   -0.02,   -89.41,     8657.550.0615
6166,   凌華,   -0.11,   -89.52,     8657.550.0615
2489,   瑞軒,   0.03,   -89.49,     8657.550.0609
2312,   金寶,   0.00,   -89.49,     8657.550.0607
1210,   大成,   -0.06,   -89.56,     8657.550.0606
1312,   國喬,   0.09,   -89.47,     8657.550.0605
2492,   華新科,   -0.21,   -89.68,     8657.550.06
9925,   新保,   -0.03,   -89.71,     8657.550.0599
6271,   同欣電,   -0.03,   -89.74,     8657.550.0594
1307,   三芳,   0.00,   -89.74,     8657.550.0586
3665,   F-貿聯,   0.17,   -89.57,     8657.550.0583
8341,   日友,   -0.06,   -89.62,     8657.550.058
2337,   旺宏,   -0.07,   -89.69,     8657.550.0577
1409,   新纖,   -0.04,   -89.74,     8657.550.0576
1304,   台聚,   0.04,   -89.70,     8657.550.0569
9930,   中聯資,   -0.02,   -89.72,     8657.550.0567
2856,   元富證,   -0.01,   -89.73,     8657.550.0565
2228,   劍麟,   0.44,   -89.29,     8657.550.0563
2104,   中橡,   0.09,   -89.20,     8657.550.0563
2607,   榮運,   -0.04,   -89.23,     8657.550.0561
8926,   台汽電,   0.00,   -89.23,     8657.550.0558
1104,   環泥,   -0.02,   -89.26,     8657.550.0555
1234,   黑松,   -0.03,   -89.29,     8657.550.0552
6412,   群電,   -0.01,   -89.30,     8657.550.055
2905,   三商,   -0.12,   -89.41,     8657.550.0549
3023,   信邦,   0.00,   -89.41,     8657.550.0549
2504,   國產,   0.00,   -89.41,     8657.550.054
6116,   彩晶,   0.00,   -89.41,     8657.550.0535
2455,   全新,   -0.06,   -89.47,     8657.550.0532
6282,   康舒,   -0.08,   -89.55,     8657.550.0531
9939,   宏全,   0.00,   -89.55,     8657.550.0531
3042,   晶技,   -0.03,   -89.58,     8657.550.0529
2023,   燁輝,   0.00,   -89.58,     8657.550.0524
5534,   長虹,   0.10,   -89.48,     8657.550.0523
3005,   神基,   0.02,   -89.46,     8657.550.0519
1729,   必翔,   -0.02,   -89.48,     8657.550.0516
3705,   永信,   -0.02,   -89.49,     8657.550.0511
4733,   上緯,   -0.03,   -89.52,     8657.550.0507
1904,   正隆,   0.00,   -89.52,     8657.550.0498
1726,   永記,   0.02,   -89.50,     8657.550.0493
1232,   大統益,   0.05,   -89.45,     8657.550.0491
2371,   大同,   -0.02,   -89.47,     8657.550.0488
4532,   瑞智,   -0.06,   -89.53,     8657.550.0481
3022,   威強電,   0.03,   -89.50,     8657.550.0479
2404,   漢唐,   0.02,   -89.48,     8657.550.0471
2027,   大成鋼,   -0.01,   -89.49,     8657.550.0466
9908,   大台北,   -0.01,   -89.50,     8657.550.0464
6202,   盛群,   0.01,   -89.49,     8657.550.0463
2208,   台船,   -0.02,   -89.52,     8657.550.0459
3514,   昱晶,   -0.07,   -89.59,     8657.550.0457
3030,   德律,   0.01,   -89.58,     8657.550.0449
2108,   南帝,   0.07,   -89.51,     8657.550.0448
3443,   創意,   0.01,   -89.50,     8657.550.0445
1532,   勤美,   0.18,   -89.31,     8657.550.0442
2605,   新興,   0.00,   -89.31,     8657.550.044
1537,   廣隆,   -0.04,   -89.35,     8657.550.0436
9937,   全國,   -0.03,   -89.38,     8657.550.0436
2331,   精英,   -0.01,   -89.39,     8657.550.0435
2450,   神腦,   -0.01,   -89.40,     8657.550.0435
1718,   中纖,   -0.04,   -89.44,     8657.550.0434
6451,   F-訊芯,   0.00,   -89.44,     8657.550.0433
5531,   鄉林,   -0.02,   -89.46,     8657.550.0429
8016,   矽創,   -0.02,   -89.48,     8657.550.0428
8114,   振樺電,   -0.01,   -89.49,     8657.550.0427
6230,   超眾,   0.03,   -89.46,     8657.550.0427
1419,   新紡,   0.01,   -89.45,     8657.550.0426
1905,   華紙,   0.01,   -89.44,     8657.550.0423
1909,   榮成,   0.01,   -89.43,     8657.550.0417
2727,   王品,   0.00,   -89.43,     8657.550.0417
2514,   龍邦,   0.02,   -89.41,     8657.550.0414
1313,   聯成,   -0.00,   -89.41,     8657.550.0411
1711,   永光,   0.00,   -89.41,     8657.550.0406
2913,   農林,   -0.01,   -89.42,     8657.550.0405
3035,   智原,   0.09,   -89.34,     8657.550.0404
4960,   奇美材,   -0.04,   -89.37,     8657.550.0404
2329,   華泰,   -0.03,   -89.40,     8657.550.0402
3010,   華立,   0.00,   -89.40,     8657.550.0401
6504,   南六,   0.02,   -89.37,     8657.550.0399
2439,   美律,   -0.04,   -89.41,     8657.550.0397
2908,   特力,   0.02,   -89.39,     8657.550.0395
1338,   F-廣華,   -0.06,   -89.45,     8657.550.0395
3533,   嘉澤,   -0.02,   -89.46,     8657.550.0395
4536,   拓凱,   0.00,   -89.46,     8657.550.0393
8131,   福懋科,   0.08,   -89.39,     8657.550.0391
1201,   味全,   0.02,   -89.37,     8657.550.0391
3017,   奇鋐,   -0.06,   -89.43,     8657.550.0391
2515,   中工,   0.02,   -89.41,     8657.550.0384
1464,   得力,   0.01,   -89.40,     8657.550.0381
5434,   崇越,   -0.02,   -89.42,     8657.550.0381
5269,   祥碩,   -0.06,   -89.48,     8657.550.038
1451,   年興,   -0.01,   -89.48,     8657.550.038
2704,   國賓,   -0.02,   -89.51,     8657.550.0379
3703,   欣陸,   -0.04,   -89.55,     8657.550.0379
4935,   F-茂林,   0.01,   -89.54,     8657.550.0376
2547,   日勝生,   -0.05,   -89.59,     8657.550.0373
1310,   台苯,   0.01,   -89.58,     8657.550.0369
1527,   鑽全,   0.07,   -89.51,     8657.550.0368
3060,   銘異,   0.00,   -89.51,     8657.550.0368
8213,   志超,   0.00,   -89.50,     8657.550.0365
2545,   皇翔,   0.08,   -89.43,     8657.550.0362
2534,   宏盛,   0.02,   -89.41,     8657.550.0361
8105,   凌巨,   -0.06,   -89.46,     8657.550.0361
2316,   楠梓電,   0.02,   -89.44,     8657.550.036
1558,   伸興,   0.02,   -89.42,     8657.550.0356
1444,   力麗,   -0.02,   -89.44,     8657.550.0354
1308,   亞聚,   0.04,   -89.40,     8657.550.0353
6277,   宏正,   0.02,   -89.38,     8657.550.0347
2536,   宏普,   0.01,   -89.38,     8657.550.0346
3596,   智易,   0.02,   -89.36,     8657.550.0345
2034,   允強,   -0.03,   -89.38,     8657.550.0344
1110,   東泥,   0.08,   -89.30,     8657.550.0342
2107,   厚生,   0.01,   -89.30,     8657.550.0339
6120,   達運,   0.00,   -89.30,     8657.550.0337
2539,   櫻花建,   -0.05,   -89.35,     8657.550.0336
6213,   聯茂,   -0.01,   -89.35,     8657.550.0335
6257,   矽格,   -0.02,   -89.37,     8657.550.0332
2406,   國碩,   -0.04,   -89.41,     8657.550.0332
1903,   士紙,   -0.02,   -89.43,     8657.550.0331
6278,   台表科,   0.01,   -89.43,     8657.550.0331
9905,   大華,   0.03,   -89.40,     8657.550.0329
9924,   福興,   -0.01,   -89.42,     8657.550.0329
2841,   台開,   -0.01,   -89.43,     8657.550.0329
2014,   中鴻,   0.03,   -89.40,     8657.550.0328
8404,   F-百和,   0.03,   -89.37,     8657.550.0326
2851,   中再保,   0.02,   -89.35,     8657.550.0325
2520,   冠德,   0.03,   -89.33,     8657.550.0325
3698,   隆達,   -0.06,   -89.39,     8657.550.0324
9943,   好樂迪,   -0.02,   -89.41,     8657.550.0324
3545,   敦泰,   -0.04,   -89.44,     8657.550.0319
3019,   亞光,   -0.00,   -89.45,     8657.550.0316
1582,   信錦,   0.01,   -89.44,     8657.550.0314
1522,   堤維西,   0.04,   -89.40,     8657.550.0313
2706,   第一店,   0.01,   -89.39,     8657.550.0307
1340,   F-勝悅,   -0.02,   -89.40,     8657.550.0306
2401,   凌陽,   0.04,   -89.36,     8657.550.0302
2832,   台產,   -0.01,   -89.37,     8657.550.0301
3006,   晶豪科,   0.00,   -89.37,     8657.550.03
3026,   禾伸堂,   -0.03,   -89.40,     8657.550.03
1447,   力鵬,   0.01,   -89.39,     8657.550.0299
1513,   中興電,   0.00,   -89.39,     8657.550.0298
2731,   雄獅,   0.01,   -89.38,     8657.550.0297
4108,   懷特,   -0.01,   -89.39,     8657.550.0297
3380,   明泰,   0.06,   -89.33,     8657.550.0296
2456,   奇力新,   -0.01,   -89.34,     8657.550.0295
3617,   碩天,   0.01,   -89.33,     8657.550.0295
2929,   F-淘帝,   0.02,   -89.31,     8657.550.0294
1460,   宏遠,   0.01,   -89.30,     8657.550.0294
1560,   中砂,   0.01,   -89.29,     8657.550.0293
3059,   華晶科,   -0.04,   -89.33,     8657.550.0293
4164,   承業醫,   0.05,   -89.29,     8657.550.0293
2850,   新產,   0.02,   -89.27,     8657.550.0292
1305,   華夏,   0.04,   -89.23,     8657.550.0291
4994,   傳奇,   -0.01,   -89.24,     8657.550.0291
8039,   台虹,   -0.01,   -89.25,     8657.550.0291
9802,   F-鈺齊,   -0.10,   -89.35,     8657.550.0291
2464,   盟立,   0.04,   -89.30,     8657.550.0289
6153,   嘉聯益,   -0.03,   -89.33,     8657.550.0287
8429,   F-金麗,   0.01,   -89.32,     8657.550.0286
1103,   嘉泥,   -0.00,   -89.32,     8657.550.0285
1525,   江申,   0.22,   -89.11,     8657.550.0284
1709,   和益,   0.00,   -89.11,     8657.550.0284
3041,   揚智,   -0.02,   -89.12,     8657.550.0283
2323,   中環,   -0.01,   -89.14,     8657.550.0282
3704,   合勤控,   0.00,   -89.14,     8657.550.0282
2349,   錸德,   -0.04,   -89.17,     8657.550.0281
2538,   基泰,   0.02,   -89.15,     8657.550.0281
3413,   京鼎,   -0.12,   -89.28,     8657.550.0279
1714,   和桐,   0.01,   -89.27,     8657.550.0279
1535,   中宇,   -0.01,   -89.28,     8657.550.0279
2332,   友訊,   0.01,   -89.27,     8657.550.0277
9926,   新海,   -0.03,   -89.29,     8657.550.0276
5203,   訊連,   0.01,   -89.28,     8657.550.0275
1808,   潤隆,   -0.01,   -89.29,     8657.550.0275
1604,   聲寶,   0.00,   -89.29,     8657.550.0272
4551,   智伸科,   0.07,   -89.22,     8657.550.0272
6115,   鎰勝,   -0.01,   -89.23,     8657.550.0271
2524,   京城,   0.01,   -89.21,     8657.550.0271
2328,   廣宇,   -0.01,   -89.22,     8657.550.027
6139,   亞翔,   0.06,   -89.17,     8657.550.027
4190,   F-佐登,   0.03,   -89.14,     8657.550.027
9942,   茂順,   -0.01,   -89.15,     8657.550.0269
2836,   高雄銀,   0.00,   -89.15,     8657.550.0269
2102,   泰豐,   -0.02,   -89.17,     8657.550.0268
2505,   國揚,   0.03,   -89.14,     8657.550.0267
8070,   長華,   0.03,   -89.10,     8657.550.0266
2420,   新巨,   0.05,   -89.05,     8657.550.0265
2433,   互盛電,   0.00,   -89.05,     8657.550.0263
6184,   大豐電,   -0.03,   -89.07,     8657.550.0263
5305,   敦南,   0.04,   -89.04,     8657.550.0262
1225,   福懋油,   0.02,   -89.02,     8657.550.0262
2428,   興勤,   0.07,   -88.95,     8657.550.0261
5243,   F-乙盛,   0.04,   -88.91,     8657.550.0261
4919,   新唐,   0.02,   -88.89,     8657.550.0261
3062,   建漢,   0.02,   -88.87,     8657.550.026
3561,   昇陽科,   0.00,   -88.87,     8657.550.0258
1215,   卜蜂,   0.05,   -88.83,     8657.550.0257
1614,   三洋電,   0.00,   -88.83,     8657.550.0257
2367,   燿華,   0.01,   -88.82,     8657.550.0257
2010,   春源,   -0.01,   -88.83,     8657.550.0257
1773,   勝一,   0.00,   -88.83,     8657.550.0256
2062,   橋椿,   -0.04,   -88.87,     8657.550.0256
1583,   程泰,   -0.03,   -88.90,     8657.550.0254
4746,   台耀,   -0.02,   -88.92,     8657.550.0253
8163,   達方,   0.01,   -88.91,     8657.550.0248
3003,   健和興,   0.06,   -88.85,     8657.550.0248
3016,   嘉晶,   0.04,   -88.81,     8657.550.0247
9927,   泰銘,   0.03,   -88.77,     8657.550.0246
8215,   明基材,   -0.02,   -88.79,     8657.550.0245
8081,   致新,   0.04,   -88.75,     8657.550.0245
6189,   豐藝,   0.00,   -88.75,     8657.550.0245
3454,   晶睿,   -0.02,   -88.77,     8657.550.0245
2340,   光磊,   0.04,   -88.73,     8657.550.0245
4934,   太極,   -0.03,   -88.76,     8657.550.0244
3501,   維熹,   -0.00,   -88.77,     8657.550.0243
4545,   銘鈺,   -0.01,   -88.77,     8657.550.0243
2351,   順德,   0.04,   -88.74,     8657.550.0243
1521,   大億,   0.02,   -88.72,     8657.550.0242
2612,   中航,   -0.00,   -88.72,     8657.550.0242
4306,   炎洲,   0.02,   -88.70,     8657.550.0242
4142,   國光生,   -0.05,   -88.74,     8657.550.0241
1720,   生達,   0.01,   -88.73,     8657.550.0241
2597,   潤弘,   -0.01,   -88.74,     8657.550.024
4526,   東台,   -0.02,   -88.76,     8657.550.024
3607,   谷崧,   -0.03,   -88.79,     8657.550.024
3519,   綠能,   -0.05,   -88.84,     8657.550.0239
2421,   建準,   -0.02,   -88.86,     8657.550.0239
2029,   盛餘,   -0.03,   -88.89,     8657.550.0238
1321,   大洋,   -0.01,   -88.90,     8657.550.0238
5288,   F-豐祥,   -0.01,   -88.91,     8657.550.0237
4104,   佳醫,   -0.01,   -88.92,     8657.550.0234
2481,   強茂,   -0.02,   -88.94,     8657.550.0232
2402,   毅嘉,   0.00,   -88.94,     8657.550.0231
3583,   辛耘,   -0.00,   -88.94,     8657.550.023
5471,   松翰,   -0.00,   -88.95,     8657.550.023
6281,   全國電,   -0.00,   -88.95,     8657.550.0229
4119,   旭富,   -0.03,   -88.98,     8657.550.0227
2701,   萬企,   0.00,   -88.98,     8657.550.0225
2397,   友通,   -0.02,   -89.00,     8657.550.0224
1737,   臺鹽,   -0.01,   -89.01,     8657.550.0224
1701,   中化,   -0.02,   -89.02,     8657.550.0223
2617,   台航,   -0.04,   -89.06,     8657.550.0223
3406,   玉晶光,   0.06,   -89.00,     8657.550.0223
3049,   和鑫,   -0.07,   -89.07,     8657.550.0222
2374,   佳能,   -0.01,   -89.08,     8657.550.0221
2506,   太設,   0.00,   -89.08,     8657.550.022
3033,   威健,   0.00,   -89.08,     8657.550.022
3356,   奇偶,   0.01,   -89.07,     8657.550.022
4906,   正文,   0.01,   -89.06,     8657.550.0219
9918,   欣天然,   0.00,   -89.06,     8657.550.0219
1473,   台南,   0.00,   -89.06,     8657.550.0216
1455,   集盛,   -0.02,   -89.09,     8657.550.0215
9934,   成霖,   0.02,   -89.07,     8657.550.0214
8427,   F-基勝,   0.00,   -89.06,     8657.550.0214
6192,   巨路,   0.04,   -89.02,     8657.550.0213
4763,   F-材料,   0.05,   -88.97,     8657.550.0212
2114,   鑫永銓,   -0.02,   -88.99,     8657.550.0212
1708,   東鹼,   0.00,   -88.99,     8657.550.0211
2499,   東貝,   0.03,   -88.96,     8657.550.0211
8210,   勤誠,   -0.01,   -88.97,     8657.550.0209
9911,   櫻花,   -0.01,   -88.98,     8657.550.0209
6443,   元晶,   -0.02,   -89.00,     8657.550.0208
1533,   車王電,   -0.04,   -89.03,     8657.550.0205
1715,   萬洲,   0.00,   -89.03,     8657.550.0204
2436,   偉詮電,   -0.00,   -89.04,     8657.550.0203
2466,   冠西電,   -0.01,   -89.04,     8657.550.0203
1203,   味王,   0.00,   -89.04,     8657.550.02
5608,   四維航,   -0.01,   -89.05,     8657.550.02
8996,   高力,   0.02,   -89.03,     8657.550.0198
5907,   F-大洋,   0.01,   -89.02,     8657.550.0197
2368,   金像電,   -0.01,   -89.04,     8657.550.0196
1712,   興農,   0.01,   -89.03,     8657.550.0195
4141,   F-龍燈,   0.05,   -88.98,     8657.550.0193
6224,   聚鼎,   -0.02,   -89.00,     8657.550.0193
1337,   F-再生,   -0.01,   -89.01,     8657.550.0192
2527,   宏璟,   0.00,   -89.01,     8657.550.0192
2530,   華建,   -0.02,   -89.03,     8657.550.0191
2910,   統領,   -0.02,   -89.05,     8657.550.0191
1416,   廣豐,   0.02,   -89.03,     8657.550.0191
6197,   佳必琪,   -0.01,   -89.04,     8657.550.0191
3515,   華擎,   -0.01,   -89.04,     8657.550.019
2472,   立隆電,   0.00,   -89.04,     8657.550.019
2387,   精元,   0.12,   -88.91,     8657.550.019
1315,   達新,   -0.01,   -88.92,     8657.550.0189
1219,   福壽,   -0.01,   -88.93,     8657.550.0189
3653,   健策,   0.03,   -88.91,     8657.550.0188
2419,   仲琦,   0.03,   -88.88,     8657.550.0186
