2330,台積電,0.0,0.0
2317,鴻海,-5.55825577895,-5.55825577895
6505,台塑化,0.329602876143,-5.22865290281
2412,中華電,0.0,-5.22865290281
2882,國泰金,2.19059311664,-3.03805978618
2881,富邦金,6.54571695306,3.50765716689
2454,聯發科,-6.07022203725,-2.56256487036
1303,南亞,-1.36161560128,-3.92418047164
1301,台塑,0.0,-3.92418047164
2308,台達電,-2.07918321891,-6.00336369055
1326,台化,1.22446493555,-4.778898755
3008,大立光,0.0,-4.778898755
2002,中鋼,0.0,-4.778898755
2891,中信金,0.79571327749,-3.98318547751
3045,台灣大,-0.588407734521,-4.57159321203
2311,日月光,-3.56111947823,-8.13271269026
2886,兆豐金,0.215512029339,-7.91720066092
2382,廣達,-0.926061003426,-8.84326166435
2474,可成,-1.04965949947,-9.89292116382
1216,統一,-0.37614258957,-10.2690637534
2207,和泰車,0.761055118871,-9.50800863452
2357,華碩,1.1703760971,-8.33763253741
2912,統一超,-0.179244398685,-8.5168769361
4904,遠傳,-0.670176404172,-9.18705334027
2105,正新,0.563923624828,-8.62312971544
4938,和碩,-0.860100634043,-9.48323034949
2883,開發金,0.804650796512,-8.67857955297
3474,華亞科,-2.155653695,-10.834233248
2303,聯電,-0.219217320906,-11.0534505689
2885,元大金,-0.521285559557,-11.5747361284
2892,第一金,0.483701774923,-11.0910343535
2880,華南金,0.324063701406,-10.7669706521
5880,合庫金,0.182759843791,-10.5842108083
1402,遠東新,0.456829557154,-10.1273812512
2408,南亞科,-1.1433121525,-11.2706934037
2395,研華,-0.964811158975,-12.2355045626
1101,台泥,-0.940887022819,-13.1763915855
2325,矽品,-1.46737832046,-14.6437699059
3481,群創,-0.511158760125,-15.154928666
2884,玉山金,0.368150347949,-14.7867783181
2409,友達,0.166831524608,-14.6199467935
2801,彰銀,-0.136225155711,-14.7561719492
2890,永豐金,0.0,-14.7561719492
1102,亞泥,-0.115865860328,-14.8720378095
9904,寶成,-0.403307804786,-15.2753456143
2887,台新金,0.0,-15.2753456143
2324,仁寶,-0.8336294347,-16.108975049
2354,鴻準,0.0476355126029,-16.0613395364
2498,宏達電,-0.427956531541,-16.4892960679
1476,儒鴻,0.0,-16.4892960679
9910,豐泰,-0.974421019271,-17.4637170872
9921,巨大,-0.384609812847,-17.8483269001
2823,中壽,-0.156707268535,-18.0050341686
3034,聯詠,0.533908035913,-17.4711261327
2888,新光金,0.343335514874,-17.1277906178
2618,長榮航,1.38976385053,-15.7380267673
2301,光寶科,-0.478370912781,-16.2163976801
5871,F-中租,-0.411101301907,-16.627498982
2227,裕日車,-0.409242035672,-17.0367410176
2610,華航,0.926418095652,-16.110322922
4958,F-臻鼎,0.128177881397,-15.9821450406
2356,英業達,-0.0618442204944,-16.0439892611
2615,萬海,0.709111539349,-15.3348777217
2542,興富發,0.31404212882,-15.0208355929
9914,美利達,0.0517673379055,-14.969068255
2915,潤泰全,0.0652451467797,-14.9038231082
