97	8454	富邦媒	0.1462
98	9917	中保	0.1446
99	1590	F-亞德	0.1442
100	3532	台勝科	0.14
101	2606	裕民	0.1397
102	9933	中鼎	0.1386
103	8150	南茂	0.1356
104	2344	華邦電	0.1344
105	2707	晶華	0.1337
106	2809	京城銀	0.1278
107	2634	漢翔	0.1275
108	1789	神隆	0.1262
109	2204	中華	0.1259
110	8046	南電	0.1249
111	2903	遠百	0.1244
112	9907	統一實	0.1228
113	1723	中碳	0.1211
114	1717	長興	0.1208
115	2449	京元電	0.1144
116	2362	藍天	0.1139
117	1605	華新	0.1139
118	3044	健鼎	0.1133
119	2845	遠東銀	0.1126
120	2501	國建	0.1099
121	2812	台中銀	0.1092
122	2392	正崴	0.109
123	5522	遠雄	0.1077
124	2377	微星	0.1076
125	2103	台橡	0.1041
126	2393	億光	0.1033
127	3037	欣興	0.1029
128	1507	永大	0.0992
129	2847	大眾銀	0.0984
130	2360	致茂	0.0983
131	2833	台壽保	0.0976
132	1440	南紡	0.0975
133	1314	中石化	0.0953
134	2231	為升	0.095
135	6005	群益證	0.0948
136	2838	聯邦銀	0.0938
137	2352	佳世達	0.0937
138	6285	啟碁	0.0923
139	2337	旺宏	0.0914
140	2101	南港	0.0907
141	6269	台郡	0.089
142	6286	立錡	0.0888
143	2867	三商壽	0.0872
144	2849	安泰銀	0.087
145	6409	旭隼	0.0869
146	9938	百和	0.0852
147	2889	國票金	0.0852
148	1736	喬山	0.0852
149	2855	統一證	0.0846
150	2206	三陽	0.0844
151	1710	東聯	0.0838
152	2006	東鋼	0.0834
153	2376	技嘉	0.0832
154	2015	豐興	0.0824
155	3576	新日光	0.0822
156	2313	華通	0.0814
157	6605	帝寶	0.0802
158	2355	敬鵬	0.0798
159	2441	超豐	0.0792
160	2458	義隆	0.0783
161	2727	王品	0.0763
162	1319	東陽	0.0759
163	1707	葡萄王	0.0758
164	2511	太子	0.0752
165	9940	信義	0.0746
166	9941	裕融	0.074
167	1907	永豐餘	0.0739
168	6415	F-矽力	0.0735
169	1702	南僑	0.0727
170	1503	士電	0.0727
171	5007	三星	0.0725
172	8422	可寧衛	0.0717
173	4733	上緯	0.0705
174	1262	F-綠悅	0.0697
175	1589	F-永冠	0.0696
176	3060	銘異	0.0691
177	6414	樺漢	0.0687
178	6116	彩晶	0.0684
179	1304	台聚	0.0673
180	2312	金寶	0.0672
181	2608	大榮	0.0664
182	3036	文曄	0.0663
183	2548	華固	0.0662
184	2371	大同	0.0661
185	1104	環泥	0.066
186	3706	神達	0.066
187	2607	榮運	0.0658
188	1307	三芳	0.065
189	2637	F-慧洋	0.0649
190	1210	大成	0.0637
191	2723	F-美食	0.0636
192	9930	中聯資	0.0636
193	3022	威強電	0.0635
194	5534	長虹	0.0632
195	4915	致伸	0.0632
196	2373	震旦行	0.0631
197	1312	國喬	0.0628
198	1409	新纖	0.0621
199	1229	聯華	0.062
200	3035	智原	0.062
201	2104	中橡	0.0619
202	9939	宏全	0.0612
203	2856	元富證	0.0611
204	2331	精英	0.0603
205	6166	凌華	0.0599
206	8926	台汽電	0.0594
207	6451	F-訊芯	0.0592
208	4960	奇美材	0.0591
209	1536	和大	0.0591
210	6206	飛捷	0.0583
211	1704	榮化	0.0578
212	2383	台光電	0.0575
213	6271	同欣電	0.0567
214	2107	厚生	0.056
215	2023	燁輝	0.0559
216	6282	康舒	0.0555
217	5388	中磊	0.0552
218	6120	達運	0.0551
219	2027	大成鋼	0.0551
220	2820	華票	0.0551
221	6214	精誠	0.0549
222	6412	群電	0.0545
223	2504	國產	0.0545
224	9925	新保	0.0544
225	4532	瑞智	0.0539
226	2439	美律	0.0525
227	1234	黑松	0.0524
228	3698	隆達	0.0518
229	3376	新日興	0.0515
230	1718	中纖	0.0514
231	2489	瑞軒	0.0509
232	1904	正隆	0.0505
233	2545	皇翔	0.0501
234	4137	F-麗豐	0.0499
235	3030	德律	0.0498
236	1726	永記	0.0492
237	3705	永信	0.0491
238	5531	鄉林	0.0491
239	4994	傳奇	0.0488
240	2520	冠德	0.0485
241	1711	永光	0.0483
242	2905	三商	0.0482
243	2514	龍邦	0.0478
244	2547	日勝生	0.0476
245	2605	新興	0.0476
246	1313	聯成	0.0476
247	8213	志超	0.0467
248	6202	盛群	0.0464
249	6504	南六	0.046
250	3545	敦泰	0.046
251	3010	華立	0.045
252	1905	華紙	0.0449
253	8016	矽創	0.0448
254	2534	宏盛	0.0439
255	3042	晶技	0.0438
256	2329	華泰	0.0432
257	1532	勤美	0.0431
258	1232	大統益	0.043
259	2208	台船	0.0426
260	2450	神腦	0.0425
261	9908	大台北	0.0423
262	1201	味全	0.0422
263	3006	晶豪科	0.0421
264	4536	拓凱	0.0411
265	1419	新紡	0.0406
266	2913	農林	0.0405
267	3533	嘉澤	0.0405
268	5907	F-大洋	0.0405
269	9937	全國	0.0404
270	6278	台表科	0.0399
271	3380	明泰	0.0395
272	1909	榮成	0.0394
273	2515	中工	0.0393
274	3665	F-貿聯	0.0388
275	8114	振樺電	0.0387
276	1558	伸興	0.0387
277	3023	信邦	0.0386
278	1103	嘉泥	0.0384
279	3443	創意	0.0383
280	8131	福懋科	0.038
281	1451	年興	0.0378
282	3005	神基	0.0376
283	6277	宏正	0.0375
284	3019	亞光	0.0374
285	2908	特力	0.0372
286	5269	祥碩	0.0372
287	4426	利勤	0.0369
288	2332	友訊	0.0369
289	1308	亞聚	0.0367
290	2841	台開	0.0367
291	6257	矽格	0.0367
292	2499	東貝	0.036
293	2704	國賓	0.0359
294	3450	聯鈞	0.0359
295	1537	廣隆	0.0355
296	1729	必翔	0.0354
297	6153	嘉聯益	0.0354
298	2524	京城	0.0352
299	1582	信錦	0.0349
300	2014	中鴻	0.0348
301	9905	大華	0.0348
302	9802	F-鈺齊	0.0348
303	5434	崇越	0.0346
304	2368	金像電	0.0346
305	2851	中再保	0.0343
306	1110	東泥	0.0343
307	8039	台虹	0.0343
308	1903	士紙	0.0342
309	3017	奇鋐	0.0342
310	3026	禾伸堂	0.034
311	2485	兆赫	0.034
312	1444	力麗	0.034
313	3703	欣陸	0.034
314	2062	橋椿	0.0335
315	2323	中環	0.0333
316	1447	力鵬	0.0332
317	2328	廣宇	0.0329
318	2492	華新科	0.0328
319	1535	中宇	0.0326
320	2597	潤弘	0.0325
321	8215	明基材	0.0325
322	5203	訊連	0.0324
323	2034	允強	0.0323
324	2539	櫻花建	0.0322
325	1338	F-廣華	0.032
326	9942	茂順	0.032
327	1513	中興電	0.0319
328	2228	劍麟	0.0319
329	3059	華晶科	0.0319
330	2402	毅嘉	0.0318
331	1560	中砂	0.0318
332	1340	F-勝悅	0.0317
333	2455	全新	0.0317
334	2536	宏普	0.0316
335	3607	谷崧	0.0316
336	2731	雄獅	0.0313
337	1583	程泰	0.031
338	3406	玉晶光	0.0308
339	8429	F-金麗	0.0306
340	2401	凌陽	0.0302
341	2832	台產	0.0299
342	2910	統領	0.0298
343	1321	大洋	0.0298
344	3515	華擎	0.0298
345	2497	怡利電	0.0297
346	2345	智邦	0.0296
347	2617	台航	0.0294
348	2404	漢唐	0.0294
349	2367	燿華	0.0294
350	2108	南帝	0.0292
351	2706	第一店	0.0291
352	9927	泰銘	0.029
353	2612	中航	0.0287
354	2538	基泰	0.0287
355	3596	智易	0.0286
356	2374	佳能	0.0284
357	2102	泰豐	0.0284
358	3514	昱晶	0.0283
359	9943	好樂迪	0.0282
360	6213	聯茂	0.0282
361	2406	國碩	0.0282
362	3062	建漢	0.0282
363	1614	三洋電	0.0281
364	1460	宏遠	0.0281
365	2114	鑫永銓	0.028
366	6115	鎰勝	0.028
367	3704	合勤控	0.0279
368	6230	超眾	0.0279
369	2349	錸德	0.0279
370	1714	和桐	0.0277
371	1310	台苯	0.0277
372	4164	承業醫	0.0277
373	3356	奇偶	0.0275
374	2456	奇力新	0.0275
375	1808	潤隆	0.0274
376	1708	東鹼	0.0273
377	2929	F-淘帝	0.0272
378	2850	新產	0.0271
379	3437	榮創	0.027
380	5471	松翰	0.027
381	5305	敦南	0.0267
382	1527	鑽全	0.0266
383	4306	炎洲	0.0265
384	8081	致新	0.0265
385	3149	正達	0.0263
386	2340	光磊	0.0262
387	2316	楠梓電	0.026
388	2010	春源	0.0259
389	9926	新海	0.0259
390	4526	東台	0.0258
391	1337	F-再生	0.0258
392	5243	F-乙盛	0.0257
393	6192	巨路	0.0256
394	3561	昇陽科	0.0255
395	1715	萬洲	0.0255
396	2351	順德	0.0255
397	4141	F-龍燈	0.0254
398	4725	信昌化	0.0253
399	2420	新巨	0.0253
400	2614	東森	0.0251
401	4906	正文	0.0251
402	3653	健策	0.0251
403	6184	大豐電	0.0251
404	6177	達麗	0.0251
405	2390	云辰	0.0249
406	2836	高雄銀	0.0248
407	1604	聲寶	0.0248
408	5608	四維航	0.0248
409	1522	堤維西	0.0247
410	8070	長華	0.0246
411	9924	福興	0.0246
412	3504	揚明光	0.0244
413	3041	揚智	0.0243
414	2505	國揚	0.0243
415	6189	豐藝	0.0242
416	2387	精元	0.024
417	2029	盛餘	0.0239
418	1339	昭輝	0.0238
419	3454	晶睿	0.0238
420	1215	卜蜂	0.0236
421	1521	大億	0.0236
422	3266	昇陽	0.0236
423	1720	生達	0.0235
424	2436	偉詮電	0.0234
425	1773	勝一	0.0233
426	1305	華夏	0.0232
427	2433	互盛電	0.0232
428	9911	櫻花	0.023
429	4142	國光生	0.0227
430	8110	華東	0.0224
431	3519	綠能	0.0223
432	2601	益航	0.0223
433	1455	集盛	0.0223
434	3003	健和興	0.0222
435	6197	佳必琪	0.0222
436	5469	瀚宇博	0.0221
437	9918	欣天然	0.0218
438	1734	杏輝	0.0218
439	4935	F-茂林	0.0217
440	8427	F-基勝	0.0216
441	8404	F-百和	0.0216
442	6281	全國電	0.0216
443	1608	華榮	0.0216
444	2527	宏璟	0.0216
445	3033	威健	0.0215
446	2109	華豐	0.0215
447	2472	立隆電	0.0212
448	8210	勤誠	0.0212
449	4919	新唐	0.021
450	1701	中化	0.021
451	2701	萬企	0.0208
452	8411	F-福貞	0.0208
453	8163	達方	0.0207
454	3014	聯陽	0.0207
455	3015	全漢	0.0206
456	4104	佳醫	0.0205
457	1712	興農	0.0203
458	1109	信大	0.0202
459	1203	味王	0.0199
460	6702	興航	0.0199
461	3501	維熹	0.0196
462	3645	達邁	0.0194
463	6224	聚鼎	0.0193
464	1315	達新	0.0192
465	2428	興勤	0.0192
466	5538	F-東明	0.0191
467	4746	台耀	0.019
468	2421	建準	0.019
469	2506	太設	0.019
470	2540	愛山林	0.019
471	2816	旺旺保	0.019
472	1709	和益	0.019
473	3057	喬鼎	0.0189
474	2464	盟立	0.0189
475	9934	成霖	0.0188
476	1733	五鼎	0.0187
477	1525	江申	0.0186
478	3049	和鑫	0.0186
479	3130	一零四	0.0185
480	1231	聯華食	0.0185
481	1442	名軒	0.0184
482	2369	菱生	0.0184
483	2481	強茂	0.0184
484	1737	臺鹽	0.0182
485	2013	中鋼構	0.0182
486	5533	皇鼎	0.0182
487	4144	F-康聯	0.0182
488	2530	華建	0.0181
489	2397	友通	0.018
490	1416	廣豐	0.018
491	2363	矽統	0.0178
492	3617	碩天	0.0178
493	4934	太極	0.0177
494	6191	精成科	0.0177
495	2430	燦坤	0.0176
496	2495	普安	0.0176
497	3048	益登	0.0176
498	3383	新世紀	0.0175
499	9946	三發	0.0175
500	8996	高力	0.0174
501	1533	車王電	0.0173
502	2476	鉅祥	0.0171
503	6196	帆宣	0.0171
504	8021	尖點	0.017
505	2031	新光鋼	0.0169
506	1786	科妍	0.0169
507	3583	辛耘	0.0168
508	4942	嘉彰	0.0167
509	4952	凌通	0.0166
510	8112	至上	0.0166
511	8101	華冠	0.0166
512	5288	F-豐祥	0.0165
513	4119	旭富	0.0165
514	1459	聯發	0.0164
515	1219	福壽	0.0164
516	4999	鑫禾	0.0162
517	2012	春雨	0.0161
518	3518	柏騰	0.016
519	1611	中電	0.0159
520	2852	第一保	0.0159
521	2478	大毅	0.0158
522	1218	泰山	0.0158
523	5525	順天	0.0158
524	8105	凌巨	0.0158
525	4930	燦星網	0.0157
526	4106	雃博	0.0157
527	1902	台紙	0.0157
528	2426	鼎元	0.0157
529	2459	敦吉	0.0156
530	3090	日電貿	0.0156
531	1473	台南	0.0156
532	5225	F-東科	0.0156
533	8072	陞泰	0.0156
534	3311	閎暉	0.0155
535	2457	飛宏	0.0155
536	2535	達欣工	0.0154
537	1519	華城	0.0154
538	1108	幸福	0.0153
539	3598	奕力	0.0153
540	1225	福懋油	0.0152
541	2466	冠西電	0.0152
542	4108	懷特	0.0151
543	6139	亞翔	0.0151
544	4977	F-眾達	0.015
545	5515	建國	0.0149
546	3605	宏致	0.0148
547	8271	宇瞻	0.0148
548	1233	天仁	0.0148
549	2115	F-六暉	0.0147
550	1603	華電	0.0146
551	3028	增你強	0.0146
552	1464	得力	0.0145
553	1530	亞崴	0.0144
554	3013	晟銘電	0.0144
555	1531	高林股	0.0142
556	6183	關貿	0.0142
557	5234	達興	0.0142
558	1452	宏益	0.0141
559	2722	夏都	0.014
560	5521	工信	0.014
561	3686	達能	0.014
562	2705	六福	0.0139
563	3305	昇貿	0.0138
564	2437	旺詮	0.0138
565	1806	冠軍	0.0138
566	1217	愛之味	0.0137
567	2480	敦陽科	0.0137
568	2642	宅配通	0.0137
569	2419	仲琦	0.0135
570	1446	宏和	0.0135
571	3591	艾笛森	0.0134
572	8103	瀚荃	0.0134
573	1810	和成	0.0133
574	8261	富鼎	0.0132
575	9944	新麗	0.0132
576	3661	F-世芯	0.0132
577	9931	欣高	0.013
578	2020	美亞	0.013
579	1592	F-英瑞	0.013
580	2509	全坤建	0.0129
581	3416	融程電	0.0129
582	3679	新至陞	0.0128
583	2484	希華	0.0127
584	2493	揚博	0.0127
585	2486	一詮	0.0127
586	1609	大亞	0.0127
587	1626	F-艾美	0.0126
588	3056	總太	0.0126
589	2009	第一銅	0.0124
590	2030	彰源	0.0124
591	1437	勤益控	0.0123
592	8011	台通	0.0123
593	6209	今國光	0.0123
594	6251	定穎	0.0123
595	6168	宏齊	0.0122
596	2365	昆盈	0.0122
597	2477	美隆電	0.0122
598	3209	全科	0.0121
599	3257	虹冠電	0.0121
600	2911	麗嬰房	0.0121
601	5519	隆大	0.0121
602	2467	志聖	0.012
603	2359	所羅門	0.0119
604	2314	台揚	0.0119
605	1612	宏泰	0.0119
606	1517	利奇	0.0119
607	2007	燁興	0.0118
608	6128	上福	0.0118
609	1457	宜進	0.0116
610	2414	精技	0.0116
611	1323	永裕	0.0114
612	8249	菱光	0.0114
613	6108	競國	0.0112
614	1432	大魯閣	0.0111
615	2425	承啟	0.011
616	2906	高林	0.011
617	1417	嘉裕	0.0109
618	2022	聚亨	0.0109
619	1463	強盛	0.0108
620	6136	富爾特	0.0108
621	3031	佰鴻	0.0107
622	2405	浩鑫	0.0107
623	1309	台達化	0.0106
624	5285	界霖	0.0106
625	3573	穎台	0.0106
626	6112	聚碩	0.0105
627	5607	遠雄港	0.0105
628	2008	高興昌	0.0103
629	3052	夆典	0.0102
630	9906	欣巴巴	0.0102
631	5706	鳳凰	0.0101
632	6145	勁永	0.0101
633	4737	華廣	0.0099
634	1762	中化生	0.0099
635	3167	大量	0.0098
636	3040	遠見	0.0098
637	4722	國精化	0.0098
638	1436	華友聯	0.0097
639	1236	宏亞	0.0096
640	1725	元禎	0.0096
641	3055	蔚華科	0.0096
642	2483	百容	0.0096
643	2616	山隆	0.0096
644	1809	中釉	0.0095
645	2537	聯上發	0.0094
646	3559	全智科	0.0094
647	3622	洋華	0.0093
648	2423	固緯	0.0093
649	1783	和康生	0.0092
650	6131	悠克	0.0092
651	9919	康那香	0.0091
652	6405	悅城	0.0091
653	2338	光罩	0.0091
654	2461	光群雷	0.0091
655	3164	景岳	0.0091
656	2417	圓剛	0.009
657	6449	鈺邦	0.009
658	3494	誠研	0.009
659	6422	F-君耀	0.0089
660	1713	國化	0.0088
661	1506	正道	0.0088
662	2431	聯昌	0.0087
663	3094	聯傑	0.0087
664	3338	泰碩	0.0087
665	3584	介面	0.0087
666	5215	F-科嘉	0.0087
667	1467	南緯	0.0085
668	1817	凱撒衛	0.0085
669	3054	萬國	0.0084
670	2712	遠雄來	0.0084
671	4755	三福化	0.0084
672	4976	佳凌	0.0084
673	2462	良得電	0.0083
674	3032	偉訓	0.0082
675	6201	亞弘電	0.0082
676	6205	詮欣	0.0082
677	8443	阿瘦	0.0082
678	3047	訊舟	0.0081
679	3004	豐達科	0.0081
680	6216	居易	0.008
681	2901	欣欣	0.0079
682	4916	事欣科	0.0078
683	1724	台硝	0.0076
684	1466	聚隆	0.0076
685	3058	立德	0.0075
686	3229	晟鈦	0.0075
687	2460	建通	0.0075
688	1568	倉佑	0.0074
689	2017	官田鋼	0.0074
690	3579	尚志	0.0074
691	1618	合機	0.0073
692	2443	新利虹	0.0072
693	3694	海華	0.0072
694	4414	如興	0.0072
695	4956	光鋐	0.0072
696	6155	鈞寶	0.0071
697	3296	勝德	0.0071
698	1540	喬福	0.0071
699	1325	恆大	0.0071
700	1731	美吾華	0.007
701	3046	建碁	0.007
702	9955	佳龍	0.007
703	4133	亞諾法	0.0069
704	1528	恩德	0.0069
705	1514	亞力	0.0069
706	1454	台富	0.0069
707	1727	中華化	0.0068
708	2516	新建	0.0068
709	6152	百一	0.0068
710	2380	虹光	0.0067
711	1515	力山	0.0067
712	1316	上曜	0.0067
713	1220	台榮	0.0067
714	2305	全友	0.0066
715	2413	環科	0.0066
716	2546	根基	0.0066
717	3029	零壹	0.0066
718	2904	匯僑	0.0066
719	3669	圓展	0.0065
720	6215	和椿	0.0065
721	6243	迅杰	0.0064
722	3588	通嘉	0.0064
723	2543	皇昌	0.0064
724	2488	漢平	0.0064
725	2415	錩新	0.0064
726	2342	茂矽	0.0064
727	1730	花仙子	0.0064
728	1410	南染	0.0064
729	1465	偉全	0.0064
730	1468	昶和	0.0063
731	1414	東和	0.0063
732	2442	新美齊	0.0063
733	6164	華興	0.0063
734	9958	世紀鋼	0.0063
735	2611	志信	0.0062
736	2375	智寶	0.0061
737	1470	大統染	0.0061
738	6142	友勁	0.0061
739	2613	中櫃	0.006
740	3038	全台	0.006
741	3024	憶聲	0.0059
742	1471	首利	0.0059
743	9902	台火	0.0059
744	4984	F-科納	0.0058
745	1541	錩泰	0.0058
746	2399	映泰	0.0058
747	2427	三商電	0.0058
748	3315	宣昶	0.0056
749	6141	柏承	0.0056
750	9928	中視	0.0054
751	8033	雷虎	0.0054
752	2528	皇普	0.0054
753	1469	理隆	0.0054
754	1906	寶隆	0.0054
755	3027	盛達	0.0053
756	8374	羅昇	0.0053
757	3593	力銘	0.0053
758	3419	譁裕	0.0053
759	3016	嘉晶	0.0052
760	2702	華園	0.0051
761	1439	中和	0.0051
762	6117	迎廣	0.0051
763	3550	聯穎	0.005
764	1616	億泰	0.005
765	2302	麗正	0.005
766	2032	新鋼	0.005
767	3002	歐格	0.005
768	2453	凌群	0.005
769	3021	鴻名	0.0049
770	3308	聯德	0.0049
771	1423	利華	0.0049
772	1445	大宇	0.0048
773	2025	千興	0.0048
774	2038	海光	0.0047
775	1235	興泰	0.0047
776	2440	太空梭	0.0047
777	1539	巨庭	0.0046
778	1524	耿鼎	0.0044
779	1472	三洋紡	0.0044
780	2444	友旺	0.0044
781	3432	台端	0.0044
782	6133	金橋	0.0044
783	8222	寶一	0.0044
784	8940	新天地	0.0043
785	5259	清惠	0.0043
786	3312	弘憶股	0.0043
787	1474	弘裕	0.0043
788	1615	大山	0.0043
789	6431	F-光麗	0.0042
790	1735	日勝化	0.0041
791	2424	隴華	0.0041
792	2465	麗臺	0.004
793	2482	連宇	0.004
794	1617	榮星	0.004
795	1213	大飲	0.0039
796	3050	鈺德	0.0039
797	8201	無敵	0.0039
798	6165	捷泰	0.0039
799	9935	慶豐富	0.0039
800	3535	晶彩科	0.0038
801	3011	今皓	0.0038
802	1512	瑞利	0.0038
803	1613	台一	0.0036
804	3018	同開	0.0036
805	1324	地球	0.0035
806	5484	慧友	0.0035
807	2024	志聯	0.0034
808	2438	翔耀	0.0034
809	3025	星通	0.0033
810	1418	東華	0.0033
811	6235	華孚	0.0032
812	6226	光鼎	0.0031
813	1435	中福	0.0031
814	1443	立益	0.0031
815	1526	日馳	0.0031
816	2468	華經	0.0031
817	1721	三晃	0.003
818	1441	大東	0.0029
819	2033	佳大	0.0028
820	2358	廷鑫	0.0028
821	2471	資通	0.0028
822	6283	淳安	0.0028
823	1453	大將	0.0027
824	1449	佳和	0.0027
825	1805	寶徠	0.0024
826	2491	吉祥全	0.0024
827	9912	偉聯	0.0024
828	3557	嘉威	0.0024
829	5906	F-台南	0.0023
830	1538	正峰新	0.0023
831	1438	裕豐	0.0022
832	1413	宏洲	0.0022
833	1732	毛寶	0.002
834	1475	本盟	0.0011
